;member_2;member_3;member_4;member_5;member_6;member_7;member_8;member_9;member_10;member_11;member_12;member_13;member_14;member_15;member_16;member_17;member_18;member_19;member_20;member_21;member_22;member_23;member_24;member_25;member_26;member_27;member_28;member_29;member_30;member_31;member_32;member_33;member_34;member_35;member_36;member_37;member_38;member_39;member_40;member_41;member_42;member_43;member_44;member_45;member_46;member_47;member_48;member_49;member_50;member_51;member_52;member_53;member_54;member_55;member_56;member_57;member_58;member_59;member_60;member_61;member_62;member_63;member_64;member_65;member_66;member_67;member_68;member_69;member_70;member_71;member_72;member_73;member_74;member_75;member_76;member_77;member_78;member_79;member_80;member_81;member_82;member_83;member_84;member_85;member_86;member_87;member_88;member_89;member_90;member_91;member_92;member_93;member_94;member_95;member_96;member_97;member_98;member_99;member_100
MACCS;0.43384615384615377;0.33854318623976;0.1819884235614573;0.16340552651232265;0.1680317304086989;0.06140631668800683;0.1264180797707189;0.12092041165810433;0.12994578828573491;0.12821417428660573;0.11442230183609495;0.1684765672339468;0.1632495645947726;0.15310950559569342;0.1447857851172768;0.1494545969684091;0.15147877781519978;0.1684633314711718;0.1915836720540926;0.18446379380092848;0.15117412494461674;0.13701720251969718;0.11925796074049815;0.1396871568646337;0.13760667295948836;0.14133035387490128;0.14859278380304752;0.1529174934021691;0.1544913409489318;0.1600778255090443;0.16299242935023406;0.15547957080387584;0.16065188495694555;0.15955770453275797;0.168817784284641;0.16792587312900928;0.1660303211265435;0.1553427982508524;0.1551328234863516;0.1520236558725511;0.1587833021902872;0.16120475429099804;0.16282483481343066;0.1568357380901928;0.16229700834119937;0.1583228988075745;0.15730577334283677;0.15928993854866982;0.15299647473560515;0.15484579376240104;0.15412340351755888;0.1509063589605286;0.1498892334957909;0.14681474061374275;0.14676465489010035;0.1446629808711063;0.15059621274874305;0.15326231434570708;0.15113559746489183;0.14823062549363333;0.1415172121515671;0.14334726743850051;0.14181772649342142;0.14581495251488125;0.14492689410722195;0.14578605690508756;0.1494095663732157;0.15315636377646355;0.1505403479031419;0.1406445647357978;0.14358228506482246;0.14304097397468743;0.13863343029415728;0.14207008148561961;0.13790911367532893;0.14145364181002099;0.14471499296873497;0.14090847797191347;0.13748723777234112;0.13664926508832426;0.13474022846795475;0.135761206680665;0.13906879081504883;0.13722717728419795;0.13186415210648994;0.12769933154822677;0.1257575465700911;0.12865866579337712;0.12851033499643622;0.13033653753539712;0.13071410683670126;0.13316060179923328;0.1359846660630695;0.13525842307025485;0.13410645142647992;0.13549536707056306;0.14406965768334265;0.1413862187205024;0.14173489241201284
MFC;0.04136752136752136;0.21883856626840792;0.09780388151174668;0.1311959884775419;0.015302774653168351;0.05045306805870186;0.12459995223310248;0.1288953175830327;0.13280324033516444;0.11825425396596827;0.1145947156291984;0.1033958899603539;0.061529115497021586;0.04368890777730556;0.04796106287818995;0.041379798838362375;0.031606134421530006;0.006790468301516055;0.040885361484078515;0.0432374641212845;0.01637610525707461;0.022417214077941092;0.04940186087727071;0.04347440812159272;0.045194660091310124;0.0425247057463736;0.046803182369825266;0.024385968291884184;0.039005220473502716;0.04643909768642484;0.042260792510257945;0.04521777657914507;0.041731039664040376;0.0401552657432914;0.04930361580397218;0.036672381576159194;0.03702105526766967;0.04014178112538768;0.0414748319238697;0.033898403035965405;0.032351524725010114;0.030540733177939164;0.03071988595866001;0.009281269865731733;0.026375912619675985;0.005902409893856793;0.011822157153589797;0.007632293733505422;0.004197568916029358;0.010986110843559169;0.007863458611854906;0.01425709387220435;0.01735470324208742;0.01985513667623432;0.016283639305734815;0.014576871953921133;0.019169347537130853;0.01630675579356976;0.0164897613222631;0.016824950395869852;0.0001868582766658319;0.00459440195719597;0.00391053919207875;0.0025851938895417154;-0.004382500818708944;-0.001105738668105026;-0.0014370749937392844;0.001968754213943095;0.0034944424110496812;0.0024426422145595343;0.004029974379225983;0.0008456781799618577;0.0032170445570303017;-0.0007724759684845216;0.003249792914796478;0.0067134133420662274;0.01271406830922155;0.013290054131109013;0.009664618288994625;0.013066594748704512;0.02360771320144093;0.022577103118799482;0.021432836970969545;0.018267804511567873;0.01998998285527152;0.028111575581283348;0.0290034867369151;0.03147309818728208;0.02900541311090135;0.02802488875190229;0.025902024619059546;0.02260599872859317;0.021927915085434683;0.020234632351524725;0.003640846834004353;0.0028028741499874785;0.01093602511991678;0.010697154745622316;0.005399626283446668
RDKit;0.1029059829059829;0.1574326201722701;0.06651344909771878;-0.015064547103382057;-0.03986220472440945;-0.012578384057257294;-0.020903988535944593;-0.03425773521538896;-0.0021591928020035663;-0.0166030671754626;-0.017781012091356917;0.02378551271619259;0.03666127973495871;0.03608159796005099;0.07006051039200209;0.06154858033311071;0.04729660930658793;0.07481458650382385;0.09964554718653079;0.11811176821868197;0.10213442237676021;0.08057059197472598;0.028689487777157054;0.04929398393404096;0.05219895590529945;0.06377068444067731;0.0796401533393693;0.07646163626206391;0.09370460981294908;0.08473926528096164;0.08592013253453025;0.09036813006877155;0.07115447592995704;0.06289803702490801;0.0450251391805205;0.0520024657587024;0.04860241567297874;0.04438750939107318;0.03296025890466375;0.02111691163722525;0.027263971027335247;0.02449962435707268;0.014571092831962399;0.03339369305156903;0.03844464564350522;0.03062164088536148;0.030845100267765987;0.027558706247230832;0.01621428984222997;0.019142378301323416;0.01917705303307584;0.02093005336055942;0.01773227254339157;0.023488278014293693;0.03051954306409046;0.03684190248694882;0.036385351852208585;0.030675579356976367;0.01999961472520275;0.021043709425747917;0.021864344743888577;0.005673171389493556;0.008300745506732677;0.001552657432914026;-0.0014081793839455993;0.012051395657953035;0.023939049527075186;0.033328196336036675;0.0372291036581842;0.02730635125503265;0.03052339581206295;0.02531640692724085;0.01443046753096646;0.013837144343202788;0.01321492554564543;0.016776791046213713;0.01902101674018994;0.012856619984203732;0.021985706305022053;0.023397738436940145;0.017212151567105236;0.017279574656623834;0.017194814201229026;0.01589836450848568;0.0044248810464063495;0.011157558128335033;0.009192656662364431;0.003950993045789909;0.0010498738225039007;0.00047196162663019393;0.007435803586908362;0.004291961241355396;0.0060391824468802365;0.00800408391285084;0.008716842287761746;0.010629731656103715;0.02934638130646684;0.03166573558590665;0.024601722178343704
CDDD;0.1275213675213675;0.18316198944151157;0.029434797412325506;0.08804011522458126;0.12170744281964754;0.11051741685544501;0.12142345354669214;0.119504436353157;0.14349871685201027;0.13446612427100585;0.12046574115539634;0.1770831529925036;0.16620297916119198;0.1850727541335276;0.1460850383502317;0.13760751219314754;0.13247710949065192;0.10095548149717784;0.13105892778023925;0.11911926181348848;0.10273930380844137;0.10445377665620004;0.09500876500163742;0.0993084317389378;0.10465989867272832;0.1095625204677236;0.10119820461944481;0.09309780200728168;0.07934349174548747;0.07426942266571632;0.08271079347344493;0.08086725356860781;0.08073626013754309;0.06012405848471422;0.06567972106104679;0.0811407986746547;0.07969601818497044;0.07675829785594575;0.07749224634470536;0.0727803355743484;0.06327753270019841;0.05084471499296873;0.06086185972144632;0.05522336306370519;0.0602454200458477;0.04126293078538267;0.04116468571208414;0.044628306139353896;0.036294812274855044;0.03797846313883377;0.03797653676484753;0.036362235364373635;0.031197626707248943;0.04049238119088439;0.05206410972626225;0.04435283465932076;0.055785864267688924;0.059544219914854264;0.06697809712777639;0.07131436497081543;0.07385910500664598;0.05886806264568203;0.05919939897131628;0.0595326616709368;0.05626745776425035;0.055466086185972145;0.06084259598158386;0.07101962975091984;0.05583594999133131;0.05514052898229662;0.058527094450116536;0.05774306023771454;0.06007204638708558;0.05978501666313499;0.06048621679412841;0.05203714049045482;0.05023790718730134;0.04664521970295313;0.044420257748839356;0.039926027238928165;0.03500606807805667;0.040070505287896595;0.043634297162451124;0.043401205910115384;0.0342778987112558;0.03610217487623047;0.03653946177110824;0.03809597195199476;0.04178497813565525;0.04525052493691125;0.057188264529675785;0.05808402843328003;0.058340236173450716;0.05663924794359576;0.04690720656508254;0.04780104409470055;0.05457802777831288;0.05510970699851669;0.05117027219664426
