id;MaxEStateIndex;MinEStateIndex;MaxAbsEStateIndex;MinAbsEStateIndex;qed;MolWt;HeavyAtomMolWt;ExactMolWt;NumValenceElectrons;NumRadicalElectrons;MaxPartialCharge;MinPartialCharge;MaxAbsPartialCharge;MinAbsPartialCharge;FpDensityMorgan1;FpDensityMorgan2;FpDensityMorgan3;BCUT2D_MWHI;BCUT2D_MWLOW;BCUT2D_CHGHI;BCUT2D_CHGLO;BCUT2D_LOGPHI;BCUT2D_LOGPLOW;BCUT2D_MRHI;BCUT2D_MRLOW;BalabanJ;BertzCT;Chi0;Chi0n;Chi0v;Chi1;Chi1n;Chi1v;Chi2n;Chi2v;Chi3n;Chi3v;Chi4n;Chi4v;HallKierAlpha;Ipc;Kappa1;Kappa2;Kappa3;LabuteASA;PEOE_VSA1;PEOE_VSA10;PEOE_VSA11;PEOE_VSA12;PEOE_VSA13;PEOE_VSA14;PEOE_VSA2;PEOE_VSA3;PEOE_VSA4;PEOE_VSA5;PEOE_VSA6;PEOE_VSA7;PEOE_VSA8;PEOE_VSA9;SMR_VSA1;SMR_VSA10;SMR_VSA2;SMR_VSA3;SMR_VSA4;SMR_VSA5;SMR_VSA6;SMR_VSA7;SMR_VSA8;SMR_VSA9;SlogP_VSA1;SlogP_VSA10;SlogP_VSA11;SlogP_VSA12;SlogP_VSA2;SlogP_VSA3;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA8;SlogP_VSA9;TPSA;EState_VSA1;EState_VSA10;EState_VSA11;EState_VSA2;EState_VSA3;EState_VSA4;EState_VSA5;EState_VSA6;EState_VSA7;EState_VSA8;EState_VSA9;VSA_EState1;VSA_EState10;VSA_EState2;VSA_EState3;VSA_EState4;VSA_EState5;VSA_EState6;VSA_EState7;VSA_EState8;VSA_EState9;FractionCSP3;HeavyAtomCount;NHOHCount;NOCount;NumAliphaticCarbocycles;NumAliphaticHeterocycles;NumAliphaticRings;NumAromaticCarbocycles;NumAromaticHeterocycles;NumAromaticRings;NumHAcceptors;NumHDonors;NumHeteroatoms;NumRotatableBonds;NumSaturatedCarbocycles;NumSaturatedHeterocycles;NumSaturatedRings;RingCount;MolLogP;MolMR;fr_Al_COO;fr_Al_OH;fr_Al_OH_noTert;fr_ArN;fr_Ar_COO;fr_Ar_N;fr_Ar_NH;fr_Ar_OH;fr_COO;fr_COO2;fr_C_O;fr_C_O_noCOO;fr_C_S;fr_HOCCN;fr_Imine;fr_NH0;fr_NH1;fr_NH2;fr_N_O;fr_Ndealkylation1;fr_Ndealkylation2;fr_Nhpyrrole;fr_SH;fr_aldehyde;fr_alkyl_carbamate;fr_alkyl_halide;fr_allylic_oxid;fr_amide;fr_amidine;fr_aniline;fr_aryl_methyl;fr_azide;fr_azo;fr_barbitur;fr_benzene;fr_benzodiazepine;fr_bicyclic;fr_diazo;fr_dihydropyridine;fr_epoxide;fr_ester;fr_ether;fr_furan;fr_guanido;fr_halogen;fr_hdrzine;fr_hdrzone;fr_imidazole;fr_imide;fr_isocyan;fr_isothiocyan;fr_ketone;fr_ketone_Topliss;fr_lactam;fr_lactone;fr_methoxy;fr_morpholine;fr_nitrile;fr_nitro;fr_nitro_arom;fr_nitro_arom_nonortho;fr_nitroso;fr_oxazole;fr_oxime;fr_para_hydroxylation;fr_phenol;fr_phenol_noOrthoHbond;fr_phos_acid;fr_phos_ester;fr_piperdine;fr_piperzine;fr_priamide;fr_prisulfonamd;fr_pyridine;fr_quatN;fr_sulfide;fr_sulfonamd;fr_sulfone;fr_term_acetylene;fr_tetrazole;fr_thiazole;fr_thiocyan;fr_thiophene;fr_unbrch_alkane;fr_urea
CHEMBL1562533;4.549752456538171;0.8239062500000004;4.549752456538171;0.8239062500000004;0.6165466575786013;336.2580000000001;322.1460000000001;335.00918054799996;98.0;0.0;0.2105599769956438;-0.36251751188744474;0.36251751188744474;0.2105599769956438;1.2105263157894737;1.9473684210526316;2.6842105263157894;79.91873111343453;10.166724048446683;2.0766719966868643;-2.0714733240101344;2.2706531882128025;-2.1545955941231645;9.102996183525503;0.5356779644614308;1.7330092427074038;570.631942202067;13.079139501373252;10.420382289856912;12.822875409899343;9.309663088089316;6.308524686550728;7.981175767362975;4.509858325800443;6.262086747053276;3.1041761830160803;4.381468070723143;2.0649038651385694;2.9941147767442433;-1.2000000000000002;3.0858221109598443;12.814692378328742;5.839206950323012;3.2210636882462107;124.69009175707764;4.899909730850478;0.0;0.0;5.131558479839333;0.0;0.0;0.0;9.976383253582878;0.0;11.336785877934737;28.06267803487257;24.974377382775238;28.505746589820475;12.032463357370345;0.0;38.7368236182453;0.0;9.883888251797686;4.992404732635669;12.841643245852019;13.08951281182515;34.118250560144766;0.0;11.257379486545457;0.0;5.131558479839333;0.0;27.266729775884087;29.311936426144722;0.0;0.0;12.841643245852019;39.110655292780436;0.0;11.257379486545457;0.0;28.490000000000002;0.0;0.0;0.0;0.0;0.0;33.951170294042356;12.841643245852019;11.336785877934737;18.471269499445103;48.31903378977184;0.0;1.0821826784994175;5.0234316833385995;11.25148179902509;2.879355513038549;2.1186522633744858;0.0;8.184431734891692;4.471487131887981;2.2389771959441873;0.0;0.2857142857142857;19.0;0.0;3.0;0.0;1.0;1.0;1.0;1.0;2.0;3.0;0.0;5.0;3.0;0.0;1.0;1.0;3.0;4.3282000000000025;84.20900000000002;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
CHEMBL1311570;5.517374445990518;0.5640662530444277;5.517374445990518;0.5640662530444277;0.40395803818994225;427.3270000000002;412.2070000000002;426.0149942000001;130.0;0.0;0.19179292721983948;-0.4674514821826214;0.4674514821826214;0.19179292721983948;1.0;1.8846153846153846;2.6153846153846154;79.91873122411907;10.23878144847324;2.1624969191111485;-2.0822117749816775;2.266939171873594;-2.038279699175657;9.102998647477229;0.48506803364372136;1.6263827894030152;968.7188751676886;17.769373945685242;13.748381959395768;16.1508750794382;12.79282633568371;8.036559488561458;9.8151563177723;5.601808740135261;7.459982909786686;3.786076496676226;5.352647995976244;2.509423129661139;3.6673868567119863;-2.38;3.3258513554074045;17.054892730196702;7.884375502787275;3.888688023085875;163.1640862804196;4.417150937053347;11.454175413722904;10.980840979820634;0.0;0.0;0.0;9.551078168738563;0.0;0.0;10.197363616602075;45.890930052725295;41.96165390246666;16.42241669419228;12.807919401551633;4.417150937053347;27.691828847340464;0.0;19.74844178534064;0.0;17.45404649448007;0.0;82.85372860981049;0.0;11.518332492848387;0.0;0.0;0.0;27.691828847340464;19.74844178534064;12.297610012659364;0.0;11.323698910571437;81.1036171181131;0.0;11.518332492848387;0.0;56.74;0.0;0.0;0.0;0.0;6.544756405912575;32.66058951612274;5.563451491696996;24.221891516643247;47.031669127022624;43.244020172421855;4.417150937053347;8.637466474598476;5.11285614146779;4.411827894227786;9.602407656735533;2.020539383606213;2.4018320318383455;17.897152522124216;3.4351849756905466;0.5640662530444277;0.0;0.10526315789473684;26.0;0.0;5.0;0.0;0.0;0.0;1.0;3.0;4.0;6.0;0.0;7.0;6.0;0.0;0.0;0.0;4.0;5.036200000000003;104.76600000000002;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CHEMBL1456185;4.710500755857899;0.6150273998488284;4.710500755857899;0.6150273998488284;0.8537732879354438;254.337;236.19299999999996;254.15314657599998;98.0;0.0;0.20440179501206013;-0.3423673490005174;0.3423673490005174;0.20440179501206013;1.3157894736842106;2.1052631578947367;2.8947368421052633;15.260974698266358;10.223758701814008;2.1440710683696187;-2.159917216676929;2.1613424920324005;-2.241723947504097;5.777506520393741;0.8900432813366995;2.1660665677854363;650.4883156463303;13.079139501373252;10.97103281956729;10.97103281956729;9.381341395361316;6.736957339167781;6.736957339167781;4.7496841967004295;4.7496841967004295;3.3998267539234632;3.3998267539234632;2.4458987820473355;2.4458987820473355;-2.0999999999999996;2.9836953223955156;11.96072058453011;5.2622337174460725;2.383624428736586;112.06668038425146;9.883888251797686;5.48770695145777;0.0;5.948339280986494;0.0;0.0;4.992404732635669;4.9839785209472085;0.0;6.578935683598497;18.208754243757102;24.974377382775238;18.475737026289945;12.061457123528836;0.0;16.85126421306755;0.0;9.967957041894417;4.992404732635669;12.841643245852019;24.534178948588202;42.408131015736586;0.0;0.0;10.387616682308249;5.948339280986494;0.0;0.0;29.602226259632143;0.0;0.0;12.841643245852019;41.91282879691448;0.0;10.902924932081056;0.0;44.28;0.0;0.0;0.0;0.0;6.544756405912575;35.42848397635047;12.841643245852019;6.076020106833881;18.19910120538483;27.521595736493463;4.9839785209472085;0.0;0.0;14.910729875283446;1.0623119803476948;1.8873724489795922;0.9296409674981106;8.11595096371882;4.2792968946837995;6.481363536155202;0.0;0.3333333333333333;19.0;1.0;4.0;0.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;4.0;3.0;0.0;1.0;1.0;3.0;2.2498000000000005;78.16770000000002;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CHEMBL1990096;12.064872343999328;-0.49140689300411533;12.064872343999328;0.0907564653162456;0.4557381092316918;325.4080000000001;302.224;325.167793596;126.0;0.0;0.3652366443215999;-0.4910215189709468;0.4910215189709468;0.3652366443215999;0.9583333333333334;1.5833333333333333;2.1666666666666665;16.66640275268866;10.041298449513665;2.0864408076719645;-2.0906715679032253;2.1500789384954886;-2.06556621411054;5.990552177419159;0.0516104262144926;2.0408281962832135;745.9793200157981;17.689869965382485;14.790760620408557;14.790760620408557;11.363081100704113;7.9683572948141;7.9683572948141;6.045463281870692;6.045463281870692;3.651972319335132;3.651972319335132;2.1235528454942303;2.1235528454942303;-2.62;2.546377942882833;17.729475826191678;7.773307473796196;4.685610591667546;142.6460077851295;9.574451537536682;5.749511833283905;0.0;0.0;0.0;5.969305287951849;0.0;4.794537184071822;0.0;0.0;17.288446863673762;81.64087581585214;0.0;17.379102882216003;14.368988721608504;11.680990290722551;0.0;0.0;5.15571272675054;40.72265238620142;0.0;64.71837544601925;0.0;5.749511833283905;4.736862953800049;0.0;5.749511833283905;0.0;17.784956678470856;4.8375885837366335;13.847474399381248;47.81955474993167;47.62028220598181;0.0;0.0;0.0;47.89;5.969305287951849;4.794537184071822;0.0;6.103966387748303;11.275136494467699;11.3129633249809;11.126902983393991;24.26546827384644;45.89405000414732;12.079449926441164;9.574451537536682;5.546095396366757;0.0;17.10843196229109;3.948160457084068;4.418429892867192;0.22744719618769194;12.848118900381778;0.0907564653162456;9.81255972950518;0.0;0.3;24.0;0.0;4.0;0.0;0.0;0.0;2.0;0.0;2.0;4.0;0.0;4.0;5.0;0.0;0.0;0.0;2.0;4.671640000000004;95.74850000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CHEMBL1210154;9.72558413491404;-0.4907764865205342;9.72558413491404;0.4907764865205342;0.39376244064439825;336.4160000000001;320.28800000000007;336.093248752;120.0;0.0;0.4129203721278307;-0.46438546599315533;0.46438546599315533;0.4129203721278307;1.0;1.8333333333333333;2.5833333333333335;32.133473868967826;10.069305829793308;2.0396066701846904;-2.034041702314294;2.249906319176559;-2.018688122193892;7.130793274398729;0.24166912356364723;1.7412994133420208;856.092893064995;16.77781011412252;13.086340597703114;13.90283717863084;11.720346690612276;7.408344536524708;8.287997347779603;5.056017139183815;6.003711332182686;3.3311994005263608;4.250135921847174;2.1357061504883217;2.8596343432223015;-2.919999999999999;3.152569709388773;15.956087694373275;7.567604537797588;4.083815494343285;143.9332435981275;5.106527394840706;0.0;0.0;0.0;0.0;6.08380568594452;4.8375885837366335;0.0;4.992404732635669;11.336785877934737;47.62028220598181;47.69617122739697;4.877147193701299;11.399071277454265;9.94411597857734;28.81966284133352;0.0;0.0;10.14811745938621;6.923737199690624;0.0;77.67355201524063;0.0;10.440598685398296;0.0;5.687386274683562;0.0;11.336785877934737;16.90201808355593;4.8375885837366335;0.0;12.487188691387619;82.25821798292985;0.0;10.440598685398296;0.0;54.18;6.08380568594452;5.106527394840706;0.0;0.0;11.399071277454265;11.126902983393991;4.877147193701299;23.469520014857956;54.768369449387805;22.280851596309432;4.8375885837366335;0.0;1.685693079226143;10.109808135296015;15.723552259262036;3.304073430744608;0.0;21.178232537396116;-0.4907764865205342;1.8227503779289493;0.0;0.05263157894736842;24.0;1.0;4.0;0.0;0.0;0.0;2.0;1.0;3.0;4.0;1.0;5.0;4.0;0.0;0.0;0.0;3.0;5.401400000000003;99.21680000000002;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
CHEMBL83255;13.745515458605908;-0.1880371239277261;13.745515458605908;0.16816364095876302;0.860120965349276;373.49700000000007;349.30500000000006;373.16241160799996;138.0;0.0;0.21894225203370113;-0.3429218557750221;0.3429218557750221;0.21894225203370113;1.3461538461538463;2.1538461538461537;2.923076923076923;32.1335302629568;9.969508476900154;2.2078606383604162;-2.2984360823434775;2.322274704166472;-2.3727961672266282;7.091752515072998;-0.12964824450672635;1.5286726498748162;877.4217213244139;18.0956473593183;15.055143571187756;15.871640152115482;12.59735678832402;9.3671370900416;10.183633670969327;7.275543299765671;8.359165055891333;5.474801227123668;6.553959840523941;3.916502578712595;4.9515234484197475;-1.9500000000000004;2.9682901477137125;17.463142636522363;7.349301102857398;3.6063786760125907;156.33342318725673;9.883888251797686;5.817220841045895;4.801402653462074;5.907179729351506;0.0;0.0;9.786941916707491;4.39041504767482;0.0;11.336785877934737;6.06636706846161;55.718199789411656;36.998605102826644;5.693927994848461;9.184952231746642;17.243965607286242;0.0;9.883888251797686;10.910310778797061;39.02784531432067;19.634269217737724;39.25832338529109;0.0;11.257379486545457;4.801402653462074;4.39041504767482;0.0;11.336785877934737;35.42533719888692;17.63618042992384;11.735126887207288;36.626800753866945;23.191505938020498;0.0;11.257379486545457;0.0;48.46;0.0;9.184952231746642;0.0;11.7244005703974;5.917906046161393;67.79715947237531;10.440598685398296;30.39325721454858;10.966276799312087;4.9839785209472085;4.992404732635669;13.745515458605908;1.7029275583690264;23.790061757586905;0.0;3.249509309836553;0.5131233098839804;5.100940608923078;5.123741759374009;4.107513570753872;0.0;0.5;26.0;1.0;4.0;1.0;1.0;2.0;1.0;1.0;2.0;3.0;1.0;6.0;2.0;0.0;1.0;1.0;4.0;3.5302000000000024;101.49670000000005;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
CHEMBL1482513;13.15723942393899;-1.7933653152925537;13.15723942393899;0.007146983828005826;0.09419921716016605;967.156;888.5319999999997;966.5188156559999;386.0;0.0;0.30974235890462143;-0.48080557154666853;0.48080557154666853;0.30974235890462143;0.7058823529411765;1.3529411764705883;2.014705882352941;16.763144912320396;9.332070695156153;2.700499274012577;-2.71088284150456;2.7566102018472844;-2.668620115980362;5.764116056551889;-0.37890526818956677;1.0000492173469258;1928.407916733008;49.68070483908615;41.20591936444055;41.20591936444055;31.76301897937452;24.91347696987276;24.91347696987276;23.57004177652782;23.57004177652782;19.26524406778233;19.26524406778233;15.155833770131714;15.155833770131714;-2.33;3.2594505373633527;52.0070736917136;18.616184562959962;8.485265289795416;398.8377267744036;73.64059539428533;42.72776471423811;31.078012963502246;0.0;0.0;17.90791586385555;14.383611552215466;0.0;0.0;0.0;53.19154783504689;110.54563344502203;19.26246486877803;37.44356913843214;88.02420694650078;17.90791586385555;0.0;0.0;50.24366095486485;212.53556147971273;19.820645893538753;11.64912463690315;0.0;0.0;0.0;0.0;0.0;0.0;159.4879639745162;52.278515182615855;50.24366095486485;126.52185102647572;11.64912463690315;0.0;0.0;0.0;266.65999999999997;114.75160725588607;50.1293033161004;0.0;59.23432590961004;19.26246486877803;58.79322575986332;12.496841729759891;0.0;6.923737199690624;40.694706105287;37.89490363040039;47.103250442881084;0.0;36.825648365711906;78.73546906112016;-0.640840478900242;-1.886140155559923;0.0;-9.515983288417033;16.71192938649741;0.0;0.9;68.0;7.0;18.0;5.0;3.0;8.0;0.0;0.0;0.0;17.0;7.0;18.0;10.0;4.0;3.0;7.0;8.0;3.1260000000000057;237.66259999999917;1.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;2.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CHEMBL667;10.300428004535148;-0.200509259259259;10.300428004535148;0.200509259259259;0.4213777873274688;146.21;130.082;146.11755517209;60.0;0.0;0.30234038771313937;-0.4598730287523266;0.4598730287523266;0.30234038771313937;1.4;1.9;2.2;16.5323242368291;10.525198777225453;2.0576241471165515;-2.2250222062464435;1.8849112423918688;-2.3735813293121244;5.653300404081402;-0.8700595118877366;3.2906175777248623;115.26473935839903;8.198670612749268;7.1779237388007795;7.1779237388007795;4.4165022194363885;3.3547919775753874;3.3547919775753874;3.353974218626901;3.353974218626901;1.0674326911797158;1.0674326911797158;0.46323356449397934;0.46323356449397934;-0.5700000000000001;1.5929097864510184;9.430000000000001;3.562154412456972;7.43;62.17377620055853;9.219893811494673;13.151638370425493;0.0;0.0;0.0;5.969305287951849;4.794537184071822;0.0;0.0;0.0;0.0;0.0;6.923737199690624;21.143015948031568;14.014430995566496;5.969305287951849;0.0;0.0;0.0;6.923737199690624;34.29465431845706;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.74699046410353;9.53140013787187;0.0;6.923737199690624;0.0;0.0;0.0;0.0;26.3;0.0;4.794537184071822;0.0;5.969305287951849;6.606881964512918;11.027787263607198;6.923737199690624;0.0;0.0;21.143015948031568;4.736862953800049;5.59;0.0;10.300428004535148;0.0;0.0;-0.200509259259259;0.0;0.0;2.799675925925926;6.177071995464853;0.8571428571428571;10.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.2556999999999998;39.53240000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CHEMBL306277;12.557759763650434;-0.7632291219323639;12.557759763650434;0.2866342167032101;0.6060930489140668;390.4830000000002;364.27500000000015;390.194342692;150.0;0.0;0.32142292150790985;-0.4889147365002976;0.4889147365002976;0.32142292150790985;0.9655172413793104;1.5517241379310345;2.1724137931034484;16.47700566628442;10.029359229682202;2.2361874251835494;-2.2898296571376724;2.213793277911417;-2.410667115140831;5.889749890462471;0.08938286577203514;1.5387813645500652;898.4284897035188;20.63961743368832;16.655634860148208;16.655634860148208;14.041713895658193;9.579788135605819;9.579788135605819;6.93583312016151;6.93583312016151;4.88319724337797;4.88319724337797;2.91253571739879;2.91253571739879;-3.3099999999999996;2.780213399150184;20.424920398296102;9.754363517407269;5.589017080193206;171.11424115356277;20.060088683497565;12.356393797796823;0.0;0.0;0.0;6.031114512338072;0.0;4.794537184071822;0.0;0.0;60.6636706846161;42.316108456931055;12.735058257360752;12.145807216896262;14.637927532712578;11.718500787021634;0.0;4.899909730850478;0.0;25.676426381099805;12.36446058668352;96.05604194185656;0.0;5.749511833283905;10.05365155780638;10.481923458755384;5.749511833283905;0.0;29.127064449854405;6.606881964512918;0.0;24.154606570832918;84.92913895846256;0.0;0.0;0.0;61.800000000000004;6.103966387748303;9.901064578912528;0.0;12.072955341486033;12.29426823919648;16.876414816677897;4.899909730850478;19.18040611960041;79.72014202122996;5.316788604006331;4.736862953800049;5.76197550248763;0.0;14.055260787208006;13.375899817824871;2.534578931870599;0.7296986215767436;25.82819675595594;-0.7632291219323639;2.3074796248126734;1.6701390801958984;0.20833333333333334;29.0;2.0;5.0;0.0;0.0;0.0;3.0;0.0;3.0;3.0;2.0;5.0;7.0;0.0;0.0;0.0;3.0;4.851400000000004;114.86150000000002;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
CHEMBL78109;12.557469628018417;-0.7758316520781838;12.557469628018417;0.3066196879986558;0.5460362594532915;410.90100000000024;387.7170000000002;410.139720276;150.0;0.0;0.3214229215283988;-0.4573800948259263;0.4573800948259263;0.3214229215283988;0.9655172413793104;1.5172413793103448;2.103448275862069;35.49569181773926;10.029359189136352;2.2363452742540124;-2.2898094281914347;2.248870650621612;-2.4106578333372988;6.301131652179957;0.08938308612122059;1.5842215509276019;930.6014756952225;20.80275414050485;16.249142282781257;17.005071228799714;13.935560745775545;9.241349594677237;9.619314067686465;6.717541649160682;7.1539774296326675;4.6842104919980745;4.936186807337559;2.782170578222299;2.9081587358920418;-3.019999999999999;2.7536851982221116;20.7075440795299;9.453815491545438;5.4986353677078545;175.0525652660478;20.060088683497565;11.49902366656781;0.0;0.0;0.0;6.031114512338072;0.0;4.794537184071822;0.0;0.0;41.932775232540564;61.0181252390805;17.75769157110208;12.145807216896262;14.637927532712578;23.31944067725415;0.0;4.899909730850478;0.0;19.069544416586886;12.36446058668352;89.44885669543928;0.0;11.49902366656781;10.05365155780638;10.481923458755384;11.49902366656781;11.600939890232516;29.127064449854405;0.0;0.0;18.591155079135923;78.86277189000094;5.022633313741326;0.0;0.0;61.800000000000004;12.145807216896262;9.901064578912528;0.0;6.031114512338072;22.209043254992697;5.563451491696996;4.899909730850478;62.50234573006069;30.33183534230805;5.316788604006331;16.337802844032566;5.744629823475283;5.8704486427551315;14.039402738166194;13.996559928866773;1.3982020183412893;1.3205436779132531;22.72104891805088;-0.7758316520781838;1.8058546781634806;1.6569190041236745;0.17391304347826086;29.0;2.0;5.0;0.0;0.0;0.0;3.0;0.0;3.0;3.0;2.0;6.0;6.0;0.0;0.0;0.0;3.0;5.718100000000003;115.61350000000004;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
