id;y
CHEMBL1770728;0.489405350465031
CHEMBL1770729;0.3984835564926446
CHEMBL2018496;-1.9030899869919435
CHEMBL2018497;-1.9712520530840405
CHEMBL2023185;-0.8195439355418687
CHEMBL2023186;-0.2787536009528289
CHEMBL2018511;-0.3661968799114842
CHEMBL2018512;-1.405116258997542
CHEMBL2018508;0.7218487496163564
CHEMBL2018509;-0.6342889859414217
CHEMBL2018510;-0.8576673418961565
CHEMBL2024170;-0.937008851931093
CHEMBL2024171;-1.4225490200071285
CHEMBL2024172;-1.0569716761534185
CHEMBL2018359;-2.770852011642144
CHEMBL2018487;-2.4471580313422194
CHEMBL2018498;-2.013062258372725
CHEMBL2018499;-2.2960883786979336
CHEMBL2023187;-0.8325089127062363
CHEMBL2024598;0.0430930738081416
CHEMBL2024599;0.2689508094324221
CHEMBL2024600;-1.1126546408629314
CHEMBL2024601;-0.5556312568295326
CHEMBL2024602;-0.3116246451989503
CHEMBL2022604;0.619788758288394
CHEMBL2022605;-0.0791812460476248
CHEMBL2022606;1.1995135521566258
CHEMBL2024589;-0.0072602693789618
CHEMBL2024590;-0.1846079287050713
CHEMBL2024591;-1.428666248215634
CHEMBL2024592;-0.552072775277004
CHEMBL2024588;-0.8378891708370425
CHEMBL2024593;-0.227422430004255
CHEMBL2024594;0.1979950337938848
CHEMBL2024595;0.3787292858508078
CHEMBL2024603;0.6153113369619307
CHEMBL2022603;0.8979400086720376
CHEMBL2018504;0.5264281909849775
CHEMBL2018505;0.3486101676369471
CHEMBL2018506;0.4622265193037346
CHEMBL2018490;-1.6532125137753435
CHEMBL2018491;-2.0
CHEMBL2018502;-2.342422680822206
CHEMBL2018503;0.3181940100539278
CHEMBL2023191;1.1487416512809248
CHEMBL2024596;-0.2235790156711096
CHEMBL2024597;-0.4136846365269125
CHEMBL2018355;-2.57978359661681
CHEMBL2018356;-2.2955323035132498
CHEMBL2024587;-1.1672268755754651
CHEMBL2018492;-1.8269919536870345
CHEMBL2018493;-3.146128035678238
CHEMBL2018494;-1.505149978319906
CHEMBL2018495;-2.1967876016347936
CHEMBL2018357;-3.653212513775344
CHEMBL2018358;-2.633468455579586
CHEMBL2018354;-2.845098040014257
CHEMBL2018500;-2.949390006644913
CHEMBL2018501;-2.0791812460476247
CHEMBL2024173;-0.7786332644349521
CHEMBL2023189;0.8321730881147892
CHEMBL2023190;1.031517051446065
CHEMBL2018513;-0.7035254074021251
CHEMBL2018488;-1.9867717342662448
CHEMBL2018489;-1.5563025007672873
CHEMBL2018514;-1.4501835643282353
CHEMBL2018515;-2.2223346154692623
CHEMBL2022607;0.4814860601221125
CHEMBL2022608;0.4089353929735008
CHEMBL2022609;0.619788758288394
CHEMBL2022610;-0.1139433523068367
CHEMBL2018516;-2.6627578316815743
CHEMBL2022602;-1.0791812460476249
CHEMBL2022598;0.4814860601221125
CHEMBL2022599;0.5686362358410126
CHEMBL2022600;0.7786033870301154
CHEMBL2022601;1.3494850021680094
CHEMBL2022595;-1.4621396430309408
CHEMBL2022596;-0.6434526764861874
CHEMBL2018507;1.0668563304579026
CHEMBL2022597;-0.4771212547196624
CHEMBL2059895;-2.230448921378274
CHEMBL2059896;-1.3617278360175928
CHEMBL2059897;-1.462397997898956
CHEMBL2059898;-2.1760912590556813
CHEMBL2059881;-0.6020599913279624
CHEMBL2059903;-3.146128035678238
CHEMBL2059904;-2.322219294733919
CHEMBL2059905;-1.3010299956639813
CHEMBL2059906;-0.6989700043360189
CHEMBL2035983;0.5533966234700759
CHEMBL2063115;0.6575773191777937
CHEMBL2059880;-0.9542425094393248
CHEMBL2059899;-2.934498451243568
CHEMBL2059900;-1.3010299956639813
CHEMBL2059901;-2.5185139398778875
CHEMBL2059902;-3.929418925714293
CHEMBL1794015;-2.632497404574369
CHEMBL2430163;-0.4623979978989561
CHEMBL2430164;-0.2304489213782739
CHEMBL2430165;0.585026652029182
CHEMBL2430166;0.6575773191777937
CHEMBL2430167;1.1079053973095196
CHEMBL2430168;0.0809219076239261
CHEMBL2430169;0.8860566476931632
CHEMBL2430170;0.3767507096020995
CHEMBL2430171;-0.2041199826559248
CHEMBL2430172;-0.6812412373755872
CHEMBL2430173;-0.8692317197309762
CHEMBL2430174;0.431798275933005
CHEMBL2430175;-2.0791812460476247
CHEMBL2430176;0.4089353929735008
CHEMBL2430177;0.721246399047171
CHEMBL2430178;0.4089353929735008
CHEMBL2430179;0.2006594505464183
CHEMBL2430180;0.0087739243075051
CHEMBL2430181;-0.2787536009528289
CHEMBL2430182;0.0555173278498313
CHEMBL2430183;-1.9867717342662448
CHEMBL2430184;-0.6812412373755872
CHEMBL2430185;0.1135092748275181
CHEMBL2431248;0.7110818293536278
CHEMBL3114454;-3.711807229041191
CHEMBL3114455;-2.9242792860618816
CHEMBL3114456;-2.505149978319906
CHEMBL3114457;-2.568201724066995
CHEMBL3114458;-3.880813592280792
CHEMBL3114459;-3.657055852857104
CHEMBL3114460;-3.0863598306747484
CHEMBL3114461;-3.6884198220027113
CHEMBL3114462;-2.9731278535996988
CHEMBL3114463;-2.8512583487190755
CHEMBL3114464;-2.716003343634799
CHEMBL3114465;-2.397940008672037
CHEMBL3114466;-3.4683473304121573
CHEMBL3114467;-2.8750612633917
CHEMBL3114468;-2.903089986991944
CHEMBL3114469;-3.1367205671564067
CHEMBL3114470;-2.255272505103306
CHEMBL3114471;-2.322219294733919
CHEMBL3114472;-2.278753600952829
CHEMBL3114473;-2.230448921378274
CHEMBL3114474;-1.7781512503836436
CHEMBL3114475;-2.204119982655925
CHEMBL3114476;-1.867672171720503
CHEMBL3114477;-1.6434526764861874
CHEMBL3114478;-1.934498451243568
CHEMBL3114479;-1.792391689498254
CHEMBL3114480;-1.944482672150169
CHEMBL3114481;-1.99563519459755
CHEMBL3114482;-1.6434526764861874
CHEMBL3114483;-1.5563025007672873
CHEMBL3114488;-1.2787536009528289
CHEMBL3114489;-1.5185139398778875
CHEMBL3114490;-0.4771212547196624
CHEMBL3114491;-1.9242792860618816
CHEMBL3114492;-1.8573324964312683
CHEMBL3114493;-1.812913356642856
CHEMBL3114494;-0.3010299956639812
CHEMBL3114495;0.5228787452803376
CHEMBL3114496;-0.4803030273550726
CHEMBL3114678;-2.869231719730976
CHEMBL3114679;-2.568201724066995
CHEMBL3114680;-3.6503075231319366
CHEMBL3114681;-3.1760912590556813
