;member_2;member_3;member_4;member_5;member_6;member_7;member_8;member_9;member_10;member_11;member_12;member_13;member_14;member_15;member_16;member_17;member_18;member_19;member_20;member_21;member_22;member_23;member_24;member_25;member_26;member_27;member_28;member_29;member_30;member_31;member_32;member_33;member_34;member_35;member_36;member_37;member_38;member_39;member_40;member_41;member_42;member_43;member_44;member_45;member_46;member_47;member_48;member_49;member_50;member_51;member_52;member_53;member_54;member_55;member_56;member_57;member_58;member_59;member_60;member_61;member_62;member_63;member_64;member_65;member_66;member_67;member_68;member_69;member_70;member_71;member_72;member_73;member_74;member_75;member_76;member_77;member_78;member_79;member_80;member_81;member_82;member_83;member_84;member_85;member_86;member_87;member_88;member_89;member_90;member_91;member_92;member_93;member_94;member_95;member_96;member_97;member_98;member_99;member_100
MACCS;0.0823674221637035;0.15937190629314466;0.20846354850056667;0.2004559438529098;0.20782083852128125;0.17799716361159343;0.21138268351377154;0.2141790944774177;0.2103481834272282;0.19192064812591775;0.21387072098983254;0.2164633921641978;0.21703262405011697;0.22391153594898963;0.23245163343588254;0.23175649493861003;0.24646517886555627;0.2445611135616216;0.2469729928922786;0.24638265559656278;0.24905131741307973;0.2548428540320824;0.25459377669583083;0.2561852809308714;0.26327781531091393;0.268264163795847;0.2745259378786271;0.2792894512035108;0.28187441722826784;0.2766555183946488;0.2756214649834451;0.2711077548422398;0.27523872005181427;0.2675786288183762;0.2700013400260188;0.2658516144521806;0.27092874969988995;0.2699685652229747;0.2680240758008051;0.26655797566736084;0.2686458478735462;0.25841737343733423;0.25577417211517517;0.2573443476027492;0.25807706266296665;0.26667667963886293;0.2670874534480544;0.26057291695747087;0.26086476345749043;0.2641831145554743;0.2640075711470064;0.2583942021540918;0.261630755830509;0.2641844545814931;0.27292751017582256;0.2734383950955047;0.281691838683201;0.2852831642481058;0.28254269937074605;0.27815869258128095;0.27988911284694107;0.2812008866505491;0.286007448311288;0.2860129200841982;0.2833639119826243;0.2852917069139759;0.2806525368367569;0.2814845254912033;0.2845805997733122;0.2857407272991217;0.284306843624547;0.2839345955633971;0.2864407792251299;0.28709499109441033;0.2868660141484413;0.2838124856924305;0.28203516451611094;0.2828953495513704;0.28586227882591386;0.2862954422365034;0.2817480081071574;0.2812512492950905;0.28399919598438866;0.28553547998056955;0.2836473274856086;0.28165119122729626;0.28033333147218603;0.2837043902602442;0.28379774540622327;0.28509193136833405;0.2862908079798549;0.286996778354113;0.28821134443693774;0.290993908465056;0.2950162757326871;0.2941558115253404;0.2945492766651219;0.29280992289266944;0.297069977275392
MFC;0.058462599315470036;0.10799989949804857;0.11760682519918926;0.11763507741441978;0.13197464000759346;0.15633145543575971;0.1787782871117414;0.1791525452119195;0.1683332868046521;0.16986247982981667;0.17956063896907326;0.1943770274872837;0.19804707958079518;0.19706886058704307;0.19739381689661137;0.21077743842859614;0.2201229473872284;0.22343130412448836;0.21676813641464868;0.21296905098240657;0.22069111841921596;0.22666986783993387;0.23188223404671102;0.2335067364224655;0.23232031088603633;0.22784333979151428;0.22708488506485164;0.23191601386926927;0.23204644306843622;0.23942741804903372;0.23248736746305154;0.22983902937448697;0.22753468713184175;0.2218895483553972;0.2237616205381321;0.2190670068843836;0.22014042355989077;0.22377027487283707;0.22320601225007114;0.22258703189820267;0.2205256252058894;0.2182992278100066;0.21659186715875398;0.21439238195208285;0.21302421538684874;0.21092495295950328;0.2130831765316776;0.21690085482493116;0.2165373727673212;0.2117119949079011;0.20791653871279334;0.2109920659292801;0.21025041736227043;0.2045546926036147;0.20638913238898718;0.21097190970458007;0.21502403671671286;0.2151296196001139;0.212931641922714;0.21096721961351414;0.20912641470455218;0.20649292857102972;0.20361784691319418;0.20525485619845782;0.2038281751637344;0.20374967197279747;0.20646579304414822;0.2063383789035237;0.2027325363900815;0.20740649130937291;0.2083235716160155;0.20892680666216265;0.21250545781430585;0.21112528684931964;0.21021591169228532;0.20760676936477182;0.2077040329199725;0.20640381684077697;0.20683742692670615;0.20528450427412462;0.20703887750487152;0.20544703826332625;0.20746310740866883;0.20848353722201435;0.21039815523084737;0.21126922797750985;0.20980608706819054;0.21072629410221044;0.21013573346882483;0.21193717511348342;0.2148482141361578;0.21491806299238975;0.21618070250864035;0.2152237005935198;0.21818085884500923;0.2176555686456245;0.21758577562380998;0.2166632235442571;0.21613089820827353
RDKit;0.11410015723701447;0.07864468489032841;0.0639596093824155;0.073480215074176;0.08249702681727068;0.09217463889090512;0.09794250171690833;0.10339400673363072;0.11880179340148853;0.10897415424816163;0.12431834551454204;0.14146526261718245;0.14774897962602104;0.16436798231165653;0.16871793010647623;0.18633575468590344;0.1929070189446178;0.18872038682084408;0.17741670900776654;0.17941658617204814;0.1707590130708371;0.18284236268920886;0.18874355810408647;0.1982335665350835;0.19188374157598223;0.19299166392147446;0.19708929598383032;0.2023595624815048;0.21046264398300396;0.21491426625200305;0.21035717276843788;0.20110574480321158;0.20938213633648048;0.20397937476619335;0.1955736707221065;0.19210043495011192;0.2022157888565669;0.20494849274990087;0.2039024907733625;0.20453453637891467;0.20715786064846092;0.2035042238736802;0.21374526105381877;0.21161785808007766;0.20820643100820202;0.2087419389059804;0.21350444721134995;0.21000474592548335;0.21345832798253497;0.21723909972585298;0.2201548846740107;0.21934098637081867;0.22083120697260203;0.22039229261701493;0.22218334906002754;0.22618695596339494;0.22538874713150678;0.2268591465150948;0.22605652676422797;0.225192935829504;0.22885109519209829;0.22440287882256374;0.22470220713452185;0.22287753837220337;0.22067207888286494;0.22193198251266041;0.22301879944835593;0.22314760944941678;0.22516172439014856;0.2235184058157129;0.22759442995851498;0.22647109731380616;0.22680883970497093;0.228308552157721;0.2236765847203533;0.22455653513939058;0.22413878202801768;0.2232645825539779;0.22392465703709077;0.2253580382019084;0.2281768946013701;0.22461594295955908;0.22629013796684552;0.22658209613569996;0.2273321756997448;0.22724836823914996;0.22611654876298845;0.22966125258932105;0.22767784657818765;0.22984545033249393;0.231116185839275;0.2327834573787974;0.2330428082478601;0.23226174058212956;0.23586306050775818;0.2344951731146113;0.2383585239613402;0.23867125253348664;0.23992317184158657
CDDD;-0.030143094072379754;0.04366966910868825;0.06285805216051277;0.07282215063009138;0.0638797661654597;0.08291656663000205;0.06531364984003439;0.08526786561772406;0.07985053126448204;0.09696143516786616;0.11031256106889409;0.12515692263024772;0.12547529047855677;0.13655507227765337;0.14742385581320033;0.1653093505898906;0.1681136342063975;0.17038257742837837;0.15837778683536105;0.15484302153533477;0.14468126922797747;0.13874428395151336;0.1404838610616356;0.1511252310149022;0.1473448501125063;0.14952596579583585;0.15200049134287358;0.15130652536836756;0.16047040496702974;0.16396089357401689;0.1656275509349473;0.16386893428847407;0.16973763407239487;0.15804769375938715;0.15469238027705037;0.158582029134399;0.15767583653915945;0.1591002841971848;0.15755757924299693;0.1602348953942189;0.16202170842150515;0.16310031769783526;0.15779895142964023;0.15924433699420992;0.16019776550661358;0.15478981133550337;0.1597685105052456;0.16659421220428694;0.16565468646182877;0.164913149563654;0.16838337027710618;0.16926946248206318;0.17018576110686146;0.16892250741201892;0.16663111875422246;0.17073020251143206;0.17369411672743312;0.17985706389132386;0.18171618248920995;0.18360807589014017;0.1872945433023824;0.18580878945399518;0.1814561057727204;0.18284515441008145;0.1794416558254839;0.18010792792893393;0.17951535725652004;0.18355966745020963;0.17994014550449186;0.18310472861681396;0.18531532487255795;0.18602324945142684;0.19029943998079293;0.18989793468489843;0.1881701386368585;0.18860218535909903;0.1929498997772206;0.19292784518232728;0.1927554285012367;0.19053896963166028;0.19171690833663685;0.19176280422778208;0.1845429115415324;0.18227865841061744;0.18656406161886308;0.18486781201668329;0.18460365938771975;0.18531370567445182;0.1868978956008062;0.18653564190038022;0.18686774501538234;0.18608114974232412;0.18913880994522642;0.18765205107732502;0.18632469947124805;0.1860909207653782;0.18606417607941886;0.18519103745931065;0.1847271651191227
