;member_1;member_2;member_3;member_4;member_5;member_6;member_7;member_8;member_9;member_10;member_11;member_12;member_13;member_14;member_15;member_16;member_17;member_18;member_19;member_20;member_21;member_22;member_23;member_24;member_25;member_26;member_27;member_28;member_29;member_30;member_31;member_32;member_33;member_34;member_35;member_36;member_37;member_38;member_39;member_40;member_41;member_42;member_43;member_44;member_45;member_46;member_47;member_48;member_49;member_50;member_51;member_52;member_53;member_54;member_55;member_56;member_57;member_58;member_59;member_60;member_61;member_62;member_63;member_64;member_65;member_66;member_67;member_68;member_69;member_70;member_71;member_72;member_73;member_74;member_75;member_76;member_77;member_78;member_79;member_80;member_81;member_82;member_83;member_84;member_85;member_86;member_87;member_88;member_89;member_90;member_91;member_92;member_93;member_94;member_95;member_96;member_97;member_98;member_99;member_100
MACCS;0.6841036991197258;0.7522407497824379;0.7616993543669981;0.7679722686375491;0.780828372718285;0.7844141533935445;0.7868565461240752;0.788598629195074;0.7890425132108392;0.7881474332619754;0.789380580406229;0.7903276205495057;0.791226334072796;0.7910427121353113;0.7918107938099052;0.7940965100187813;0.7950948810215853;0.7943069009060084;0.7952736340028522;0.795068046299367;0.795562949747282;0.7959263692876053;0.7962622510226562;0.7960549617486701;0.7966178348593385;0.7972607037184184;0.7975721248445172;0.7981390010712627;0.7979455046154311;0.7974491110581982;0.7982408951341398;0.7986911851058093;0.7985569906068799;0.7987952288338342;0.7982535832294826;0.7984966314348265;0.7987097722879124;0.7987707708321256;0.7981882480405545;0.7985406499247675;0.7980095676510566;0.7970594872130446;0.7965917215259051;0.7960960433201589;0.7962777255377587;0.7961824194784186;0.7964172653647796;0.7964102011022122;0.7966007586212278;0.7963589856324038;0.7960724334777453;0.7960920967661664;0.7958359358310968;0.7958029277421446;0.7958860451186389;0.7961500107990136;0.7962785950647041;0.7965069730549467;0.7967039568832681;0.7964394679428901;0.7968451053483858;0.7968877204852882;0.7972701937099531;0.7973218135885008;0.7971831680053302;0.7971149511383304;0.7968030638969705;0.7967713109943813;0.7967862256572025;0.7967197114359104;0.7967499397376157;0.7967750149749254;0.7966684832323047;0.7971206360060789;0.7968702771935463;0.7965595209149885;0.7962454443059657;0.7963809330939703;0.7963364893116327;0.7965851763822016;0.7965749349448771;0.7969090073329921;0.7970346743918433;0.7970302481024742;0.7972059537902549;0.7972772803214042;0.7972895331498897;0.7973528561270188;0.7973910803241968;0.7972798861704272;0.7973541389396721;0.7971264878278264;0.7972104857924003;0.7970814590838351;0.7969899091388826;0.7972835789787178;0.7973391204280598;0.797014364899703;0.79681422903885;0.7971061969816097
MFC;0.7205175697985782;0.7780306089073799;0.7937708152754368;0.7984461048617427;0.8053188662701887;0.8053047382032857;0.8035317614285203;0.8037758808534654;0.8037548259051581;0.8042240960759263;0.8051726358059824;0.8060193936606026;0.8060532856946906;0.8078479661836394;0.808326525153452;0.8094044374584993;0.8103257013140727;0.8096043658634949;0.8097746915629224;0.8111955601778761;0.8110981667388799;0.8105453176698186;0.8109810786935817;0.8101320959089182;0.8101950264583728;0.8108688545394689;0.8111484172698903;0.8112163958459269;0.8110776510585604;0.8127033962345728;0.8134371826605182;0.8137558754579557;0.8139347516952762;0.8132590071809103;0.8128288286423813;0.8138339192938707;0.8140062192181304;0.8144483773476221;0.8144268461873067;0.8145248514534464;0.8141609227610254;0.8140401989562198;0.8140605278306261;0.8138765487174875;0.8134303820426216;0.8140062486815609;0.8140161126996426;0.8140728715022635;0.8142139531131849;0.8141269625580441;0.8137227679995866;0.8134999430389607;0.8132714977926407;0.8135143128478262;0.8134948344127616;0.813594094574389;0.8134920256373424;0.8137843234554565;0.8136739960631367;0.8135139227165225;0.813727662020971;0.8138156723724453;0.8136838427818002;0.8137502462908743;0.8138931691914182;0.8137832889612552;0.813957328280794;0.8137167732343107;0.8140196001756628;0.8142719114217627;0.8140733829861152;0.8141846769431551;0.8143317465162035;0.8143341874447108;0.814258292914273;0.8140485297266864;0.8139463797651095;0.8139918127915469;0.8140132329854294;0.814171783352801;0.8144265531788021;0.8149674031154488;0.8147405442153162;0.8147862579092162;0.8146542754791638;0.8143907644984455;0.8144479822642121;0.8143595758102836;0.8146197455308747;0.8143992829716443;0.8144379938432038;0.8143170113626239;0.8144193024457352;0.8147382841503987;0.8147999012192129;0.8149432108440904;0.8151666897062999;0.815173496546242;0.8150746930851913;0.8152601456312256
RDKit;0.7515897126988972;0.7894367526119211;0.8031453928551683;0.8109523311123685;0.8172081886217728;0.8180512548363419;0.813977292243907;0.8166159415907193;0.817132896185452;0.8151788063064787;0.8160777626627775;0.8160272846714207;0.8180945261824494;0.817123883262624;0.817281025552071;0.8200806234766095;0.8198060969889432;0.8202930072970269;0.8188126495868607;0.8188531690103458;0.8186382072023838;0.817081955524328;0.817287890071632;0.8175027980923237;0.8171025875440514;0.8169396362434498;0.8178136204933015;0.8181244159343033;0.8180316700429122;0.8185454976348165;0.8188082639875774;0.8188731910790403;0.8191785815903058;0.8185573663288329;0.818223304708698;0.8185441926969743;0.8184115458269485;0.8186412274249348;0.8189733803657011;0.8187474965227683;0.8185217420436344;0.8183237963955348;0.8180683508078814;0.8182508624882155;0.8183393882771695;0.8185115914523091;0.8187288576866503;0.8187712112212004;0.8196025534885788;0.819699316237125;0.8201237081936872;0.8201740695388702;0.8198757305870841;0.8198104443696206;0.8199589178490914;0.8200749873963813;0.8201983392658752;0.8206895988437901;0.8206191443317369;0.8204955813072181;0.8205138549335965;0.8209349637066206;0.8208824685237234;0.8207070643069057;0.8207676723489175;0.821245385029587;0.8211598505740934;0.8213495556470422;0.8212699950005671;0.821492277065191;0.8215034275349331;0.8217181392400129;0.8214838977957226;0.8214334508243568;0.8213522692954393;0.8211945458119698;0.8209246217307531;0.8207448571767204;0.8211008928677348;0.8214202964950654;0.8215826367668568;0.8216612215076922;0.8215238284660603;0.8213634497106885;0.8215326784921745;0.8217519554268465;0.821413205495774;0.8215229561826759;0.8215247062027741;0.8212107770457328;0.8213248481654063;0.8213827581770442;0.8214556021680777;0.8214499792937437;0.8212985965873074;0.821302679110528;0.8213574032012272;0.82117405291869;0.8214317449513782;0.821446259455089
CDDD;0.7153961395744023;0.7444012006939935;0.7622405585055433;0.7686665757917933;0.7715170850948722;0.7769089497648128;0.7781339816893553;0.7790594409465528;0.7785094448581024;0.7786909196549805;0.7811799818591255;0.7819318632564665;0.7832554037384835;0.7827218686564906;0.7842149100529382;0.7844593521240522;0.7845911267817505;0.7845911356553997;0.7843306460269128;0.7838132622708003;0.7843696774484035;0.7848164604484549;0.78366143886857;0.7837028607045605;0.7841892054852472;0.7851489720308378;0.785553406362995;0.7857358442838289;0.785134193242058;0.7856782371410098;0.7866553543577686;0.7873672118938129;0.7872521025122236;0.7870587119188026;0.7864499251304696;0.7858952492755212;0.7861018716533871;0.7870451976604379;0.7869458705713529;0.7869985792898395;0.7867073812980891;0.7870817803858021;0.7876721672390123;0.7872904016089712;0.7876055416290542;0.7873947823491656;0.7875949242383737;0.787315912097608;0.7879542080701163;0.7876539009484925;0.7877236999712222;0.7876522804299839;0.7872207908686323;0.7875970753754097;0.7881215392890271;0.7879259650999859;0.7881031500283108;0.788534341688022;0.7888065701480419;0.7891573461265201;0.7895825184475751;0.7897014035236211;0.7899448651851004;0.7899447898933625;0.7901311973010663;0.7903813803683497;0.7904242070331488;0.7902213857629734;0.7900432879989304;0.7900424081939877;0.789940413978075;0.7899844929509271;0.7902437415952162;0.7905063623691755;0.7903976172119159;0.7903568355523628;0.7901687131113697;0.7900330090670395;0.7901577343306457;0.7902211892717004;0.7905401887799784;0.7907810442943992;0.7906951673255337;0.7907334896868189;0.790643391268395;0.790494295274188;0.7904254020698684;0.7907390326943835;0.7909326033899637;0.7906576960430649;0.7908849331172838;0.7908587730398817;0.7910572980736865;0.7913802483643925;0.7916413285869944;0.7915413171727219;0.7917377210867538;0.79186034748377;0.7921419438114575;0.7923520255107248
