id;y
0;6.043620239
1;6.443576879
2;5.498283628
3;6.792177201
4;7.02420069
5;6.913497801
6;6.919481739
7;7.099632871
8;5.84462752
9;6.533473427
10;6.609524146
11;6.527682454
12;7.00449643
13;5.018730608
14;6.080153416
15;6.836391437
16;6.875560989
17;6.534082047
18;7.211973116
19;6.728065506
20;6.986909862
21;7.015427684
22;6.562344549
23;6.452643797
24;6.832210221
25;6.6112773
26;6.701911431
27;6.995592636
28;6.26920158
29;6.450065354
30;6.131179294
31;6.800519085
32;6.966174306
33;6.796233025
34;7.231361899
35;6.529736553
36;6.219747513
37;6.174703736
38;6.220345799
39;6.220172716
40;7.550675907
41;6.112624667
42;6.964850542
43;6.157241029
44;6.583326215
45;6.523313257
46;5.966013635
47;6.404063094
48;5.606966005
49;5.4329506835
50;5.7438318665
51;5.015216236
52;5.2999087425
53;4.9400165
54;5.41962936
56;5.225688926
57;5.484897805
58;5.993587579
59;6.2716337125
60;6.095095202
61;5.521844908
62;6.70289635
63;6.078001569
64;6.705093089
65;5.083783531
66;5.734118986
67;6.529839513
68;6.268628839
69;6.763160551
70;6.240369922
71;5.886501192
72;6.183520069
73;6.20457884
74;6.706350221
75;6.401253253
76;7.176395372
77;6.854896867
78;6.98889497
79;6.695660295
80;6.650256366
81;5.709593614
82;6.353792388
83;6.973711938
84;6.610532673
85;6.870084642
86;6.866876425
87;6.907700523
88;6.72519581
89;6.549658498
90;6.545139902
91;6.459107684
92;6.575706528
93;6.210095098
94;6.285494211
95;5.535766872
96;6.737572643
97;5.996759256
98;6.368089717
99;6.383608517
100;6.059807364
101;6.213049926
102;6.411717086
103;6.581267943
104;6.454334213
105;6.804903289
106;7.271159432
107;6.720720992
108;6.171881698
109;6.038009713
110;6.627051194
111;7.328456915
112;7.511026475
113;6.45639131
114;7.422738046
115;5.923519762
116;5.9976568
117;6.520367114
118;6.438469307
119;7.09772508
120;6.543588414
121;6.587153211
122;6.870890414
123;6.435097327
124;7.329290405
125;6.620096493
126;6.93266872
127;6.619752569
128;6.747365384
129;6.663640346
130;6.688797301
131;5.641808081
132;6.953114809
133;6.503416266
134;6.888435065
135;6.437100737
136;6.790592232
137;6.58631474
138;5.853716887
139;6.984640245
140;6.946076849
141;5.903635804
142;5.846057152
143;6.668430999
144;7.190171039
145;6.920746378
146;7.049391775
147;7.206279443
148;7.35222595
149;6.12238105
150;6.79827523
151;6.11581659
152;7.302596277
153;5.893625493
154;5.60624059
155;6.844299672
156;6.84918218
157;6.984849897
158;5.461213946
159;6.632439096
160;7.187019834
161;6.635280197
162;6.657143242
163;7.273517303
164;5.779693124
165;6.107298922
166;6.548966175
167;6.282229671
168;5.303006182
169;6.293657802
170;5.626234968
171;5.783520041
172;5.259643628
173;7.507239611
174;7.593289541
175;7.151441428
176;6.632532258
177;6.964970718
178;6.773657913
179;6.510097744
180;6.383787138
181;7.015292706
182;6.837824063
183;5.340913267
184;6.58950958
185;7.362110183
186;7.138943755
187;7.373454341
188;6.586113748
189;7.346787486
190;7.441891698
191;7.602407566
192;6.651227986
193;6.771496983
194;7.209152096
195;6.535346543
196;6.79786602
197;6.382685067
198;7.878112015
199;7.159893906
200;6.679853714
201;6.804931004
202;7.205233202
203;6.792204115
204;7.328271912
205;7.253210168
206;6.510913796
207;7.422393323
208;6.349168142
209;6.576934437
210;6.81431622
211;6.750312572
212;7.366632555
213;6.437826137
214;6.947652401
215;6.928707266
216;6.987669044
217;7.33856595
218;6.67582047
219;6.697430989
220;6.92226882
221;7.205581669
222;6.626426019
223;7.521000868
224;6.783411889
225;6.77926447
226;6.83271221
227;6.688267325
228;6.783121858
229;6.587119642
230;6.848476932
231;6.688627638
232;6.915852867
233;6.828741725
234;7.023741751
235;5.799042856
236;6.29053499
237;6.410743143
238;7.074378545
239;5.425229324
240;5.9410679365
241;6.010434505
242;6.172275423
243;6.647817482
244;7.055369298
245;6.776789702
246;7.164626548
247;6.40091423
248;6.589205901
249;6.236549544
250;5.853992963
251;6.592252288
252;6.577213246
253;6.678815973
254;7.280751602
255;6.989657634
256;7.208590084
257;6.880183454
258;6.274137351
259;7.190103753
260;6.396855627
261;6.95597009
262;7.140921775
263;6.444059562
264;6.997574735
265;6.735607238
266;5.656357088
267;6.784441743
268;7.265840487
269;6.927198851
270;6.989403264
271;6.811437096
272;6.580572992
273;5.529713023
274;7.518557371
275;7.426316307
276;6.801342913
277;7.11844417
278;7.676335464
279;7.075513956
280;7.411392195
281;7.119300711
282;7.738499227
283;6.879261594
284;6.626058688
285;7.163486001
286;7.208660296
287;7.21346152
288;6.463795197
289;6.932519976
290;7.246110669
291;7.060880282
292;7.632085261
293;6.426362671
294;6.659694723
295;7.18382501
296;7.480434499
297;7.324771746
298;6.566038255
299;7.392866796
300;6.101658834
301;6.920420833
302;5.932743111
303;6.557802536
304;5.998612477
305;6.281108203
306;5.198494075
307;5.713253947
308;5.63565166
309;6.342265495
310;5.860218483
311;6.402897438
312;6.066274877
313;6.156424657
314;6.426780173
315;6.663520253
316;6.833658708
317;7.07007044
318;7.192464972
319;7.119415044
320;6.676046992
321;6.959081349
322;5.968591536
323;6.877882464
324;6.266722466
325;5.969113002
326;6.708165133
327;7.010105436
328;6.824923279
329;6.751046385
330;6.851860263
331;6.567832731
332;6.67481285
333;6.325359276
334;6.600135992
335;6.773554767
336;6.616669448
337;6.493210943
338;6.736529634
339;6.501276029
340;7.021180613
341;6.896367295
342;6.845454308
343;6.825649403
344;6.61960784
345;5.983760809
346;6.831944697
347;6.336676066
348;7.042775942
349;6.737905035
350;6.921688213
351;6.632085261
352;7.478600372
353;6.534617149
354;6.477255907
355;6.499722349
356;6.43270302
357;6.842482791
358;7.249414473
359;7.887394998
360;8.1837587
361;7.435097327
362;6.221024373
363;6.446262571
364;6.462281623
365;6.120456861
366;6.26635342
367;6.47101906
368;6.843148099
369;6.817499753
370;5.51215488
371;6.870406772
372;6.993362841
373;6.620386324
374;7.500038134
375;7.628932138
376;6.884655804
377;6.863025904
378;7.543937776
379;6.839471446
380;7.553929064
381;6.911013881
382;7.249800272
383;4.737435012
384;6.870567926
385;6.59064181
386;6.260340647
387;6.987500222
388;6.263253016
389;6.261282847
390;7.057843072
391;6.644203786
392;6.452212992
393;6.55997299
394;5.954426689
395;7.536405598
396;5.928869457
397;7.538951908
398;7.358030402
399;7.276626433
400;6.732945664
401;7.446116973
402;7.530914701
403;7.481617684
404;5.051764114
405;6.940815382
406;7.240785569
407;5.215409094
408;6.912502528
409;6.774897574
410;5.077160406
411;6.825533141
412;6.264393117
413;7.115034802
414;7.049245818
415;7.333201316
416;6.969926769
417;6.940929087
418;6.872571222
419;5.781884814
420;6.572092136
421;6.740501686
422;6.611916569
423;6.695251041
424;6.396758166
425;6.840372659
426;6.603573972
427;6.811015301
428;7.017728767
429;7.096801453
430;6.678484419
431;6.50214466
432;5.691875439
433;6.906333218
434;6.1888141285
435;5.1231239065
436;6.620422567
437;6.346112442
438;6.758602958
439;6.938811495
440;5.200170283
441;5.85309713
442;5.85498705
443;6.283145605
444;6.820965534
445;6.560036064
446;6.939377696
447;6.77034375
448;7.051467729666666
449;6.761753113
450;6.933524986
451;6.520410295
452;6.993106292
453;6.749141045
454;7.20481541
455;6.503098015
456;6.837644726
457;7.082862247
458;6.469467342
459;7.023329119
460;6.490340566
461;5.689776277
462;6.949195052
463;6.982465841
464;6.313622955
465;6.591522595
466;6.821166883
467;6.712735874
468;6.928486195
469;7.07139934
470;5.512404936
471;6.789146635
472;6.750508134
473;6.950471878
474;6.94290471
475;6.792365633
476;7.182500738
477;6.81008879
478;6.412603367
479;6.336581788
480;6.558603397
481;6.929039084
482;7.154839922
483;7.234033575
484;7.665345233
485;8.296708622
486;6.837286274
487;6.515315873
488;7.885722703
489;7.614930224
490;7.346401618
491;7.348721986
492;6.904238041
493;6.970210529
494;6.877554744
495;7.030537492
496;6.651442035
497;6.869408948
498;5.931113152
499;6.483755575
500;7.36886075
501;7.069917367
502;7.216525212
503;6.103611588
504;7.55315229
505;6.897497691
506;7.042871802
507;6.491174119
508;6.79153177
509;6.713476168
510;6.822030864
511;6.514676149
512;6.367239112
513;6.050658793
514;6.686871286
515;6.70421306
516;5.986952004
517;7.03035116
518;6.931443105
519;5.571330769
520;7.133358279
521;6.9690766
522;7.309360988
523;5.692200276
524;5.968518823
525;6.526177403
526;6.722138762
527;6.155212281
528;6.867900478
529;7.020633758
530;6.540155358
531;6.42786058
532;5.820726913
533;7.342466112
534;7.077585976
535;6.6127882
536;7.618343517
537;6.530899954
538;7.436637591
539;7.432503109
540;6.483702661
541;6.627180018
542;5.431251644
543;6.23474135
544;6.817442699
545;7.727694156
546;6.854337529
547;6.690945015
548;7.078313525
549;6.879821062
550;6.948654501
551;6.815024809
552;6.342208192
553;6.868959068
554;6.982132281
555;6.850811689
556;6.532243949
557;5.774507216
558;6.638253282
559;6.607338214
560;6.659278343
561;6.918171945999999
562;6.744655119
563;6.554598203
564;6.789601211
565;6.197294673
566;6.036618333
567;6.565319343
568;8.202732459
569;7.312471039
570;6.050439237
571;5.977765517
572;7.081969663
573;6.139230908
574;7.369572125
575;7.161339760000001
576;6.971876285
577;4.673614976
578;6.861760477
579;7.010238812
580;7.435333936
581;7.230844309
582;6.725449615
583;6.734922622
584;7.011842527
585;6.858644308
586;6.53036941
587;7.18428946
588;7.528414946
589;6.867196182
590;6.663380187
591;6.090674015
592;6.024936004
593;5.984636053
594;6.465339424
595;6.859397692
596;6.648570912
597;6.270640794
598;6.529736553
599;6.563360368
600;6.7495556
601;6.655254146
602;6.666371387
603;6.673992032
604;6.890691495
605;6.840553127
606;6.773322779
607;6.446711806
608;5.9942191
609;5.35618622
610;7.00943917
611;5.478093424
612;5.985206538
613;6.345342245
614;7.031423665
615;6.501276029
616;6.493400272
617;7.015472687
618;6.905738557
619;6.100951411
620;6.062411904
621;6.501097004
622;6.867964562
623;7.427360703
624;6.672763707
625;7.274415028
626;6.419907935
627;6.817357132
628;7.322393047
629;7.660548559
630;7.156144577
631;6.205491041
632;7.075565636
633;6.780101261
634;6.007937163
635;5.193326297
636;6.567190995
637;6.963890333
638;6.685563931
639;7.066360887
640;6.349401102
641;6.765735876
642;6.177773059
643;6.75310768
644;7.292004254
645;6.832800857
646;6.93118357
647;7.262807357
