;member_1;member_2;member_3;member_4;member_5;member_6;member_7;member_8;member_9;member_10;member_11;member_12;member_13;member_14;member_15;member_16;member_17;member_18;member_19;member_20;member_21;member_22;member_23;member_24;member_25;member_26;member_27;member_28;member_29;member_30;member_31;member_32;member_33;member_34;member_35;member_36;member_37;member_38;member_39;member_40;member_41;member_42;member_43;member_44;member_45;member_46;member_47;member_48;member_49;member_50;member_51;member_52;member_53;member_54;member_55;member_56;member_57;member_58;member_59;member_60;member_61;member_62;member_63;member_64;member_65;member_66;member_67;member_68;member_69;member_70;member_71;member_72;member_73;member_74;member_75;member_76;member_77;member_78;member_79;member_80;member_81;member_82;member_83;member_84;member_85;member_86;member_87;member_88;member_89;member_90;member_91;member_92;member_93;member_94;member_95;member_96;member_97;member_98;member_99;member_100
MACCS;0.3874999817083008;0.46693464305294774;0.470649291677085;0.49139261074814755;0.5068205118073128;0.5123934483533337;0.5178472151564897;0.5122466234623382;0.5155437342076599;0.5152900340177617;0.5178911606645391;0.5220572602390416;0.5230178410078204;0.5261796486499936;0.5278116437863563;0.5289704491600895;0.5283901292914727;0.5293083006486764;0.5310900031026737;0.5294821279553723;0.5281878197626189;0.5289146416919642;0.5287232503832602;0.5275166642327105;0.5263034392777213;0.5272102858109377;0.5270109067578788;0.5278908762616157;0.5277773132383431;0.5283976700728068;0.5292116966605798;0.5294993838383268;0.5302228157851419;0.5307238552792637;0.5319667412537386;0.5327770976922572;0.5327691665145441;0.5322527655879874;0.5319324733041654;0.5326745085647742;0.5331401676104486;0.5325424536226955;0.5320266762599695;0.5322384336958808;0.5326534982189646;0.5330285574338596;0.5322460955010909;0.5326573750924117;0.532184309898251;0.5326727943008385;0.5333399150429532;0.5334267632073726;0.5339094025338789;0.5337296775533407;0.5337624070384508;0.5337754334583346;0.5337038306706723;0.5341099636306694;0.53454162490299;0.5341830916806722;0.5340085830285861;0.5337934926824569;0.5343342493675233;0.5343469069526738;0.5341831005925831;0.5336175285361564;0.5338073820080493;0.5339622966594851;0.5337073284065501;0.5340016589644281;0.5343260403222588;0.5343218712946756;0.5341237232722388;0.5344387058273319;0.5341639906616853;0.5339698254682617;0.533932413619469;0.5342309274390922;0.5340875125646065;0.5338854585918267;0.5337299853373777;0.5340853665506333;0.5342346183050146;0.5343920282989005;0.534869657395241;0.5344241150704226;0.5338011876855863;0.5338139255541581;0.5337259053371677;0.5341258699667926;0.5342519467352747;0.5338080485931808;0.5335274337655831;0.533379709557162;0.533389772692999;0.5334789349675555;0.5335748563059598;0.5338495684367874;0.5337482649112317;0.5336623704134857
MFC;0.532040205142225;0.5890573000388022;0.6000986543264129;0.6103369770715467;0.6197004161367967;0.6255939504216603;0.6281263284246492;0.6267435977209757;0.6276159301461328;0.6285283728689591;0.6286477604619608;0.6321014155680996;0.6336297115847029;0.6327550956989161;0.634043615235762;0.6357981855599795;0.6340117787827806;0.6352217145694179;0.635943254414353;0.6364642170978472;0.6360865575032;0.6377361642606004;0.6376655654231911;0.6374777524757109;0.6382787223188751;0.6386537593644297;0.6372845101535572;0.6380842986928557;0.6377789745598317;0.6388452874516029;0.6390588490919094;0.6396322393580223;0.6391173398211425;0.6391950674114817;0.6399218435931351;0.6397120785148656;0.6397260004260645;0.6401671873412014;0.639753702032803;0.6406293596748318;0.6407238089477771;0.6409908006788366;0.6411476913789447;0.6409468920764455;0.6415313659928368;0.6419300478760221;0.6420747763556349;0.6425312577332688;0.6421550017038284;0.6425006663669934;0.6425253568551259;0.6426072760619553;0.6427662926900668;0.6429512678768128;0.6429284305990348;0.6430300933586741;0.6427533769145709;0.6424628319984087;0.6428829688523453;0.6424246433397092;0.6426569298087759;0.6426761202437237;0.6425901512868277;0.6424444867528603;0.64257272911954;0.6418507976877511;0.6418398105230073;0.6413397714959592;0.6410444766609653;0.6416756297290952;0.6418698491376269;0.6419105057593174;0.6415242639985413;0.6414722825952476;0.641426325282584;0.6410300187442752;0.6410442814925102;0.6413084121106682;0.641547077604782;0.6413406390851365;0.6410649932378705;0.6408419985054986;0.6411330995490745;0.6410394023946363;0.6411865802835202;0.6409342206662165;0.6403594939357633;0.6405160109002876;0.6405919403931273;0.6403959926083926;0.6404804207892631;0.6404307587547751;0.6404622484912794;0.6406130893498573;0.640627537233572;0.640848349007628;0.6409429377233444;0.641450099556838;0.6416121135037918;0.6418197985161446
RDKit;0.43435676772135035;0.5430472203533431;0.5572331977922458;0.5655440597671852;0.5649770501934692;0.5705556671574461;0.5761027032842687;0.5703641573414422;0.5755586194428475;0.5759415550989847;0.5791254438532414;0.581639683107438;0.58060889826325;0.5828896369291108;0.5857521634422351;0.5868048569330865;0.5868092037298651;0.5874993328526007;0.5893952196995662;0.5892570001999298;0.5889757171391008;0.590266412381915;0.5913050379979776;0.5909868834612052;0.5905652833121879;0.5894244429691913;0.5897168021505961;0.5895280170486799;0.5893195840071486;0.5897392262873962;0.5901142552040889;0.5901407616803322;0.5896519893187977;0.5894081803874287;0.5903330837416151;0.5905281740539234;0.5912055865081183;0.5909449595611332;0.5913450362751691;0.5915555643706283;0.5920627222707413;0.5919577807052558;0.5920586735891901;0.5915243915485302;0.5908690187423393;0.5906067546161518;0.5902835209579047;0.5908116909231278;0.5906947506896543;0.590594245884877;0.591078051480689;0.591375148490592;0.5916463180962002;0.5915558023388094;0.5913979833766168;0.5916153821633277;0.5916043047080922;0.5915106215275626;0.5918443692458253;0.5919491686028648;0.5921635138243945;0.5924381925148985;0.5925826776515324;0.5926908241932546;0.592529961622587;0.5923125231976518;0.592234912505141;0.5920889960047429;0.5917302139766081;0.5920344875004753;0.5922656366422702;0.5922563618707379;0.5920211661151578;0.5922684136903862;0.5923839820605263;0.5920823387083629;0.5922537524003395;0.5924456891586017;0.5919262623579495;0.5917857882162507;0.5914753578878456;0.5915717280664099;0.591512858386073;0.5918006093525916;0.5921256919888278;0.5919374659625922;0.591576801698698;0.5918616272052268;0.5918622310109994;0.5919028778555495;0.5918805844857484;0.5919359228279646;0.5915274813270444;0.5915687684339401;0.5914261384667544;0.5914206734270342;0.5912897472628251;0.5916604014048781;0.5918300190764044;0.5917657032294473
CDDD;0.5217214275771549;0.5926401988376933;0.6023810298841694;0.6064755013732183;0.6090089338222422;0.6066685717203939;0.6078901773262645;0.6034642599702833;0.607011295069763;0.6077812505786835;0.6091493646756506;0.6108553393132603;0.6113334858373976;0.6134612282238596;0.6143518529968208;0.6151639645776117;0.615085458929769;0.6181553733319266;0.6197498052689236;0.6194801233964056;0.6186812092277982;0.6194636166655483;0.6192341469000943;0.618335760070561;0.6191532939034412;0.6196101219069796;0.6179704155118437;0.6192669794503285;0.6192614243342957;0.6198183888375763;0.6202187210841048;0.6197177441207118;0.6197631280120285;0.6197977622197657;0.6202591975116726;0.6203657980210646;0.6206052700842266;0.6203226390709764;0.6207643334966444;0.6215077976600284;0.6222587877223495;0.6221625647593644;0.6222766799590145;0.6217123998937399;0.6217855392251463;0.6216973122248202;0.6215191395161601;0.6216943741372936;0.6211789513069876;0.6210637229951751;0.6218612083224531;0.6220480576836991;0.6221721321589362;0.6222526001011113;0.6225699316153646;0.6226246136088367;0.6224589987768094;0.6221150933946895;0.6229230344226224;0.6228742196999815;0.6231291782690588;0.62343024266207;0.6233057412875773;0.623404463832911;0.6233001091009907;0.6235493153537512;0.6234159963098655;0.6230854793298237;0.62257739978717;0.6229425084285145;0.6228882685385657;0.6230091864631191;0.6227597732147359;0.622689092263036;0.6227154948326555;0.6223610333509169;0.6226240268442755;0.6227030293766883;0.62261620902561;0.6225884459314384;0.6223446441815801;0.6224319476443396;0.6226691379329192;0.6227547074324151;0.6228487193054988;0.6225808589993679;0.6220149453125676;0.6221810014368602;0.6223499343041556;0.622357706817013;0.6224423712339648;0.6224648874090606;0.6226909107969363;0.622827733707123;0.6227307037307912;0.6227115287184772;0.6228287352907351;0.6230480978080999;0.6231109784078857;0.6229778533275148
