;member_1;member_2;member_3;member_4;member_5;member_6;member_7;member_8;member_9;member_10;member_11;member_12;member_13;member_14;member_15;member_16;member_17;member_18;member_19;member_20;member_21;member_22;member_23;member_24;member_25;member_26;member_27;member_28;member_29;member_30;member_31;member_32;member_33;member_34;member_35;member_36;member_37;member_38;member_39;member_40;member_41;member_42;member_43;member_44;member_45;member_46;member_47;member_48;member_49;member_50;member_51;member_52;member_53;member_54;member_55;member_56;member_57;member_58;member_59;member_60;member_61;member_62;member_63;member_64;member_65;member_66;member_67;member_68;member_69;member_70;member_71;member_72;member_73;member_74;member_75;member_76;member_77;member_78;member_79;member_80;member_81;member_82;member_83;member_84;member_85;member_86;member_87;member_88;member_89;member_90;member_91;member_92;member_93;member_94;member_95;member_96;member_97;member_98;member_99;member_100
MACCS;0.3861796019388045;0.5572010714221678;0.4866773863660967;0.4462126138352368;0.43448663723421466;0.4258364818687367;0.43515352577209887;0.4401814626664311;0.4527271900451112;0.4601626199406159;0.47281826116733283;0.47187419781915296;0.474192457643689;0.4757336377230903;0.4794425079420007;0.4848320275075483;0.4931824375674846;0.499577550249927;0.498817364030414;0.5009439386996666;0.5009708262200137;0.5037524132293402;0.5047696992871509;0.5060821483508051;0.5077342723386695;0.5072873313832095;0.5075028370797028;0.5100638308712689;0.5089555479375416;0.5109094669769154;0.5120630026514557;0.5125581712532956;0.5114806612240512;0.5101146657904729;0.5105281369027257;0.5100226726492004;0.5103628494958004;0.5100869034777007;0.5088631734810877;0.5077694911425896;0.5083173743574945;0.5070701546567695;0.5088065549583439;0.5099925019432883;0.5114862013943464;0.5108684611705817;0.5112040559963229;0.5121460398461986;0.5110842877057356;0.5109973363289455;0.5123021178397407;0.5122291364282818;0.511752986164904;0.5109184965056306;0.511222920500152;0.5105890465343519;0.5121476822629376;0.5129221297857385;0.5115275052429008;0.512767090541499;0.5114255195890807;0.5107479653221907;0.5110750922879144;0.5122838830403946;0.5123714097036804;0.5135244094061282;0.5139612160077395;0.5144968550550184;0.5152616421680712;0.5151049042410897;0.5155945766736718;0.5155497936351418;0.5156550511377187;0.5170270249004387;0.5175191257380756;0.5177745685654358;0.5169139210401377;0.5166454869806452;0.5164275707943892;0.5166273083247408;0.5166598340546906;0.5168794571435686;0.518080167677149;0.5178689922145792;0.5170076889999391;0.5170379128381213;0.5173937339085697;0.5171270701290493;0.516795822215306;0.5167867927510686;0.5178728662784773;0.5180473109868884;0.5184036790235247;0.5189158127393503;0.5196743760884557;0.5195318335696845;0.5203333378751868;0.5196560382972766;0.5206506390759316;0.5206051365982796
MFC;0.3647917751199867;0.48735178443849836;0.5837128569819087;0.5189387051766998;0.540795707759252;0.5366672789002406;0.5357237270237616;0.5510141225156056;0.5551929788444296;0.5646413294280543;0.579443422665751;0.5744889199671086;0.5744529835129031;0.5656624866253808;0.571130507530865;0.5698369521713194;0.572942634000217;0.5771333272750716;0.5775563460116269;0.5799446127934959;0.5773573874122867;0.5793994739288537;0.5815980258653315;0.5826104288567522;0.5834053250114519;0.5847697154681651;0.5853633005869394;0.5852287753885856;0.5844390875589631;0.5873934777447863;0.5864967762561197;0.5875929133181559;0.588860660672134;0.5915296749316805;0.592815887124399;0.5920587082054922;0.5929182092096793;0.5919934568444201;0.5907960518284932;0.5917133317749061;0.5908371906150909;0.5922230520207663;0.5905424561805215;0.5917099334742204;0.5926550632253776;0.5919547162050591;0.5929034757422231;0.5910846939455932;0.59068536910308;0.5909604299502442;0.5909584596167164;0.5911566095707478;0.5920991921959708;0.592307146208956;0.5924372081083;0.5920600464144407;0.59275864595642;0.5929066685342448;0.5925286062393194;0.5922765161823882;0.5918222745771524;0.5911947146486585;0.5915218164155992;0.5933079901334877;0.5936310204162014;0.595009221126011;0.5959803377412479;0.5962460284877636;0.5967796995588956;0.5959134007345106;0.595900505882831;0.5967746526624905;0.5976464955423961;0.5980409543939247;0.5981959581051326;0.598141504497486;0.5987162417917373;0.5990958754662155;0.5989885143351068;0.5997271172961081;0.5999368322411527;0.5995580868802304;0.6004112198226932;0.6011298128858444;0.6009258580374706;0.6011906098166553;0.6018263321624121;0.60210471879941;0.6025982852670615;0.6024280581684692;0.6023684922292045;0.6030784015677877;0.6038956466763675;0.6042736355236549;0.6041533351198969;0.6046170183064091;0.6056261147632183;0.6048005916785839;0.6051358128210694;0.6040231061845052
RDKit;0.4318283810984632;0.5824056685774361;0.5031723238337131;0.5142299460293809;0.5206521930353712;0.5198515623547403;0.5170065815710501;0.5067046824349907;0.5013346237054629;0.5162428387690833;0.5250632322721679;0.5265936380253511;0.5254413427995137;0.5253678414845073;0.5300140531168702;0.5286336959871729;0.5440878838055749;0.545316234226173;0.5447837549543385;0.544073994326667;0.5413854930246995;0.5438945827170079;0.5461284944025522;0.5449959667502366;0.5470151648532275;0.546131576442971;0.5506107586137108;0.5523289573251657;0.5523014518810259;0.5529394002127774;0.5530388087912645;0.5530965804173238;0.5519247650981598;0.5524701166125432;0.5529738502342114;0.5536664722909084;0.5565634209170855;0.5563227746792767;0.5551796829779072;0.5560769248640764;0.5550469156773896;0.5555388254889888;0.5571563602779891;0.5581572245140256;0.5609759028455577;0.5612342970160273;0.5611709139914067;0.5612004372251389;0.5612894080764322;0.5621652149418526;0.5619175849487146;0.5626495114470508;0.5619927969657714;0.5605924122129982;0.5617208153096738;0.5608270766568466;0.560847956961509;0.5598513896643955;0.5597498887325247;0.560589037538475;0.5596893259835015;0.559143233460387;0.5586440160244475;0.5591310814396713;0.5583500529480532;0.5588976928021788;0.559582464023457;0.5597595147509378;0.5595321600182024;0.5600819287868224;0.560406091896499;0.560855415201399;0.5618684258645261;0.5628288422061152;0.5630696180272957;0.5631262539288724;0.5626122250595236;0.5623243646285585;0.5627873779038031;0.5626372952203015;0.5622589285772481;0.5622631689691933;0.5632027860827212;0.5631337018493499;0.5625087110594844;0.562354425671795;0.5624645055746846;0.5624483173015323;0.5631081454640134;0.5633985681333983;0.563491404626924;0.563845660100321;0.5634080179357851;0.5628072061397063;0.5621361783224119;0.5616391158589726;0.5623016086870682;0.5625875575236711;0.5629679494413051;0.5635506792136877
CDDD;0.2031463377259598;0.5108851612155938;0.5418035638784064;0.4898189197142949;0.47513294893093394;0.4489712248848252;0.448897658760544;0.4458987403297754;0.45743965589720925;0.4705876713854946;0.47563693733629975;0.4855061231946991;0.4939604863910696;0.49358708142984986;0.49872125948269763;0.5020108273046249;0.5027668605253445;0.502020908083186;0.5046568797590604;0.5069852669110715;0.5065860946057087;0.5034919766023163;0.5033126111610671;0.5027090145783536;0.5010265668684004;0.5012897569269505;0.5021044518280293;0.5019570928631312;0.5024259731811385;0.5039632538096771;0.5035743032551951;0.5014735353035945;0.5018883976359698;0.49918389270979424;0.500998571650984;0.5014738312005409;0.5038344904377603;0.5042647530291839;0.5042086880320138;0.5035459057735094;0.503363938684626;0.5030876193076903;0.5008877408886228;0.5012095328699826;0.5022859479253076;0.5030038610968386;0.5043865908806938;0.5041105025200573;0.5029436102399043;0.5015590961494356;0.5015837170319579;0.5007643641808248;0.4995967063091584;0.5000670894850127;0.5004811624114467;0.5011495680012531;0.5012370121784234;0.5014446167794429;0.501885717519479;0.5026678684514698;0.5026083070617355;0.502178582802064;0.5024339898826099;0.5027871247012803;0.5035488539961779;0.503798196194208;0.5035628120298193;0.5043916772292973;0.5042949308096272;0.5045793266660885;0.5049839524179112;0.505419283660896;0.505610944386454;0.5075678455869221;0.507428856116253;0.5065629800579063;0.5052363603238976;0.5044257284249969;0.5040831697538195;0.5035494504936613;0.5033697639598522;0.5030851301965746;0.5039768615369389;0.5035052310158918;0.5031168642968051;0.5021103114439652;0.5025794833231965;0.502740050631935;0.5020271749700629;0.5016783150188437;0.5020649426160116;0.5024766657679391;0.5032835655061006;0.5034304123013239;0.5042711211408926;0.5043034017395723;0.5051278613247658;0.5044726402672828;0.5048399094029807;0.5045865377402744
