;member_2;member_3;member_4;member_5;member_6;member_7;member_8;member_9;member_10;member_11;member_12;member_13;member_14;member_15;member_16;member_17;member_18;member_19;member_20;member_21;member_22;member_23;member_24;member_25;member_26;member_27;member_28;member_29;member_30;member_31;member_32;member_33;member_34;member_35;member_36;member_37;member_38;member_39;member_40;member_41;member_42;member_43;member_44;member_45;member_46;member_47;member_48;member_49;member_50;member_51;member_52;member_53;member_54;member_55;member_56;member_57;member_58;member_59;member_60;member_61;member_62;member_63;member_64;member_65;member_66;member_67;member_68;member_69;member_70;member_71;member_72;member_73;member_74;member_75;member_76;member_77;member_78;member_79;member_80;member_81;member_82;member_83;member_84;member_85;member_86;member_87;member_88;member_89;member_90;member_91;member_92;member_93;member_94;member_95;member_96;member_97;member_98;member_99;member_100
MACCS;0.1340620735131686;0.17952602411359547;0.1970942223181472;0.18466459228883014;0.17184137004862196;0.18448053622067545;0.20750043466009582;0.22557569980275424;0.23141543313129131;0.22972535477256784;0.23158854775565504;0.22425688111896494;0.23447064395642606;0.23094659975898846;0.2329416895987338;0.23685318081260454;0.24266023969256043;0.238953488372093;0.24733043759779855;0.2557339160776273;0.2463869254243182;0.23717902600166665;0.24147556610730406;0.23701835164901047;0.24365800943662055;0.2459873379017608;0.24232914860579025;0.24295760715120776;0.24336408928218134;0.24268392117364224;0.24254273158390136;0.23944390486639447;0.2436888852917019;0.24139762705564247;0.2375816111800572;0.2375714191502245;0.23515950526688129;0.24127906976744184;0.23929477148869585;0.24097091074779523;0.24338672158372152;0.2436425715090799;0.23983524883541069;0.24045021792957907;0.24506016295257108;0.2445847347374353;0.24600052758742666;0.24527314639951558;0.24520405043256174;0.24890016007482146;0.24924848768263216;0.2486467082741296;0.2512128515500878;0.25321078916287465;0.25363315886976384;0.25243634477838334;0.2547851580064389;0.2546787412243625;0.2557376631474187;0.25961318249129184;0.25705168558187497;0.25545978045168677;0.25245433071338214;0.25077264579099146;0.24969244051151998;0.2503104072615215;0.2514826405750703;0.2506229128821262;0.25282139367014994;0.25098577912072756;0.25025345180069186;0.24982343807142815;0.25019709587102884;0.2537948824019617;0.2526959417735331;0.25483431956210245;0.25509181819816906;0.2508810110493594;0.2535249434941875;0.25252297703196097;0.2521052536916132;0.24883765895070056;0.24858195890813384;0.24785053088484804;0.24562567072549268;0.24509613482256873;0.24495794288866107;0.242922984226335;0.2432537755475218;0.24329724155710233;0.24312982247882156;0.24655374497143231;0.24730076080505042;0.24563856064557515;0.24376547539823856;0.24087813329975957;0.24129690581964902;0.24115331810524168;0.23868549794061045
MFC;0.15549290454864295;0.21666007182383373;0.26202599567138496;0.23370279441476763;0.19786521939843044;0.19563691193486693;0.18747504451518912;0.19591554404455713;0.20228616222114307;0.21410262174979164;0.2091824193480698;0.20218259321210813;0.19964447801818977;0.2017269495254711;0.20026064617469136;0.19534763814696904;0.205579386919429;0.21369044407273513;0.2175754060324826;0.22810527167754815;0.22074347859973498;0.23015386967391496;0.23049230501747633;0.23706256707254927;0.23768488042350883;0.24832970616977526;0.2482375282529062;0.24807175788533367;0.2519137034838756;0.25139915586011735;0.24926857197671418;0.2528426770265652;0.2583351319268332;0.25455613710078717;0.251451315071614;0.2509207299891485;0.2490576868888529;0.2526415343201616;0.253272241107454;0.25532008968986253;0.25201337554032743;0.2544855423059168;0.2545216640587061;0.25129558685108244;0.2529474450979334;0.25517305467124707;0.25718268314178316;0.2541201280598572;0.2614988578931276;0.26278530189391897;0.26192032830326684;0.26417426572420366;0.2644241203378958;0.2662708262139007;0.26708064293722306;0.26711181855788774;0.2672215327613806;0.26548094390186877;0.26441722572947957;0.26505137982098;0.2653665833318345;0.2642628464540729;0.26602456878720837;0.259918493737897;0.2621142766356709;0.2642857785211964;0.26286264141441396;0.26400504805242303;0.26412000815362385;0.26599144469025227;0.26775766350713737;0.2662898613284411;0.26643584716751495;0.2686581593194122;0.269557755834937;0.26948910951635824;0.27173615232887877;0.2716543163246341;0.27297328489121503;0.272830896239141;0.27244225016037454;0.2704802844175854;0.27292037626576016;0.2717758712686679;0.27309723795991536;0.27306006702758445;0.2730576689029179;0.2748136956899704;0.2756891610760385;0.2760686643045139;0.2757117933775787;0.276163390228841;0.27596569482664557;0.27643812538594814;0.27614360570034235;0.275410229200765;0.2759832311132694;0.2751356439264495;0.2733689754611893
RDKit;0.17949678351529105;0.23692362572468328;0.24607277109300527;0.23783791075379052;0.22653524943494185;0.22380078778395296;0.211081883966738;0.21582462514313805;0.2245956162281096;0.21778119510542757;0.2103059407543301;0.20178405486909237;0.20125991474666807;0.20309762765517364;0.19571844817352832;0.19557321174841275;0.2084983542869476;0.2192455499799157;0.23572261491513635;0.2449720318710768;0.24973875429414197;0.2684592648548835;0.266625448898961;0.26872755505194934;0.2717030282319226;0.27279987050126797;0.26628236718885834;0.27008339478527793;0.27038720720396653;0.26645862935184683;0.26284060864404035;0.2617780895339844;0.2639863127034659;0.26896451974555896;0.2622268386122053;0.26323435073772306;0.26455122094522077;0.26669214674124836;0.2630906131405241;0.2675472280676511;0.2697322194044257;0.26687800140290296;0.2588123587354689;0.2577634789594537;0.2590840962367429;0.2618288998003561;0.26062279297589286;0.2590329862047878;0.2615525159325407;0.2647379749036254;0.26232306336444894;0.26318249129180976;0.2624751943979808;0.2663259830812305;0.2644914177113497;0.26856358327787666;0.269148875579297;0.2686266839331643;0.2706343639274088;0.27203891556802584;0.27368073166783574;0.27486480572192545;0.27278997823701867;0.2714546724461471;0.27500179859349994;0.27580591977073926;0.27333300359119167;0.2734452658021427;0.2758597276929441;0.2706935676301132;0.2675343381475686;0.2681233775187803;0.26851502125337984;0.2713211268787808;0.27278203444906085;0.2691755547162119;0.2698071608002542;0.2720188312739438;0.27132337512065563;0.2692293626384168;0.2660905172155374;0.26577246593164144;0.26721853510554744;0.2673772609819121;0.26772558858972284;0.26747003842994777;0.26615586611269987;0.2654163444186646;0.2650916982919357;0.2651420589099324;0.26787007560088005;0.27087762369826796;0.2708746260424348;0.2691607163198379;0.26939183558457286;0.2685217659790044;0.2703423922492611;0.2735636732075517;0.2730966384287487
CDDD;0.06376448617181363;0.13509355683855223;0.1704030947798821;0.16677638087015953;0.14495104828024483;0.15584333051553684;0.16906673980946899;0.18027707332865697;0.21538157161100022;0.22449354604699123;0.22268221250981732;0.21031763161207934;0.20889464438808852;0.22052285113041603;0.19555627499295547;0.18751656204847808;0.19380564398640263;0.1997038316036859;0.1988127784072855;0.21372371805248297;0.21819906832856706;0.21427183942157232;0.22114846190279203;0.2276596701379521;0.22999349508684208;0.227159061613818;0.21795595844049956;0.21780907330467572;0.2199419054299538;0.21934072555261785;0.21420604087603493;0.21564866274573283;0.21828929776914452;0.22140955772585835;0.22382881586599276;0.21930265532353696;0.22446491843378477;0.22779696277510988;0.22886757555591525;0.23245576958818204;0.2280376745385109;0.23082309633866316;0.23388924860758883;0.23471540255520182;0.23451710762183972;0.23872506699760784;0.2398481387554932;0.23907234542587696;0.2386469780631546;0.23843609297529333;0.23751416392381158;0.23504244680659725;0.23646873145200453;0.23364359071206317;0.23279450469732668;0.23246401314172316;0.2327084719749156;0.23352278518198766;0.23540276503774046;0.23926149750894798;0.24025701901113328;0.24097885453575302;0.23798599495194758;0.23727270274645224;0.23637070810626093;0.24095562270304624;0.24215123773209352;0.24253793533456838;0.24007146411506203;0.23707066074329872;0.23767978440859247;0.23649825836196095;0.23654712015204113;0.23729053879865944;0.23983285071074417;0.2394573943176436;0.2405767190057375;0.24140137412543392;0.24196238541460577;0.24248142952211368;0.24217686768946683;0.24209982793455517;0.24146657313980466;0.24119873259111377;0.2423811579344952;0.24032011966642086;0.24125134145098534;0.23979852755145475;0.23870528246910916;0.23645644106308866;0.23849065031145641;0.2407038196130626;0.23867650497311102;0.2388178444456435;0.23959753472784281;0.24207105043855703;0.24386095073652403;0.24217821663459174;0.24012901910705828
